participant_ID;text_ID;error;error_type;fb_type
AZC1;AZC1_2;pero tienes que (tomarte) [darte] esa oportunidad;sust.;D.N.M
AZC1;AZC1_2;pero tienes que tomarte (ese) [esa] oportunidad;gen.;D.N.M
AZC1;AZC1_2;escapa de la rutina diaria y (sitúa) [pon] tu atención en otro lugar;sust.;D.N.M
AZC1;AZC1_3;¿estaríamos (dónde) [donde] estamos hoy sin la globalización?;sust.;I.L.
AZC1;AZC1_3;¿podemos estar seguros [de] que…?;reg.;D.N.M
AZC1;AZC1_3;¿podemos estar seguros de que (cómo) [la forma en que] el mundo lo hace es (correcto) [correcta]…?;sint.;R
AZC1;AZC1_3;la economía de los (paises) [países];ort.;D.N.M
AZC1;AZC1_3;resulta en aspectos positivos (por) [para] algunos países;reg.;D.N.M
AZC1;AZC1_3;para algunos (paises) [países] y su posición en el mundo;ort.;D.N.M
AZC1;AZC1_3;nos da (oportunidades) [la oportunidad] de ser;núm.;D.N.M
AZC1;AZC1_3;[estar] donde queremos estar;elip.;D.N.M
AZC1;AZC1_3;y vivir (cómo) [como] queremos;sust.;I.L.
AZC1;AZC1_3;lamentablemente, no todo el mundo puede (profitar) [sacar provecho] de estas oportunidades;creac.;D.N.M
AZC1;AZC1_3;y que [no] tienen (o) [ni] reciben nunca estas ventajas;sust.;R
AZC1;AZC1_3;los (paises) [países] industriales roban a los otros países;ort.;D.N.M
AZC1;AZC1_3;en lugares como (Africa) [África];ort.;D.N.M
AZC1;AZC1_3;necesitan cooperar con (esta gran) [estas grandes] economías;núm.;D.N.M
AZC1;AZC1_3;solo recibe los aspectos negativos de (eso) [ese] proceso;det.;
AZC1;AZC1_3;todos los resultados (positivas) [positivos];gen.;D.N.M
AZC1;AZC1_3;no es ni buena ni (mal) [mala];sust.;D.N.M
AZC1;AZC1_3;el mundo necesita (que venir junto) [unirse];ana.;R
AZC1;AZC1_3;y (lucha) [luchar] contra las circunstancias malas;sust.;D.N.M
AZC1;AZC1_3;las (circumstancias) [circunstancias] malas;creac.;D.N.M
AZC1;AZC1_3;es también la tarea de todos (los actores) crear un mundo mejor;exce.;R
AZC1;AZC1_4;el pasado fin de (Semana) [semana];ort.;
AZC1;AZC1_4;un artista que debía (pasar) [adelantar] a un grupo de jóvenes en bicicleta;sust.;
AZC1;AZC1_4;el protagonista estaba (dañado) [herido], ¿y ahora qué?;sust.;
AZC1;AZC1_4;pero el (mimo de doblaje) [doble] enfermó de coronavirus dos días antes del rodaje;ana.;
AZC1;AZC1_4;pero el doble enfermó de (Corona) [coronavirus] dos días antes del rodaje;sust.;
AZC1;AZC1_4;"por lo que el ""Pablo Sánchez herido"" pudo (iniciarse) [ver la luz en pantalla] perfectamente gracias a";sint.;
CJK1;CJK1_1;la función de la cárcel es reducir la (ocurrencia) [incidencia] de crímenes;sust.;D.N.M
CJK1;CJK1_1;la función de la cárcel es reducir la incidencia de (crimines) [crímenes];creac.;D.N.M
CJK1;CJK1_1;estas medidas han llevado a la situación (en) [de] que algunos criminales;reg.;D.N.M
CJK1;CJK1_1;algunos criminales (sean) [acepten ser] encarcelados a propósito;sint.;D.N.M
CJK1;CJK1_1;es importante imponer un castigo [lo] (suficiente) [suficientemente severo] al criminal;sint.;R
CJK1;CJK1_1;aunque aliviar (del) [el] dolor pueda parecer irrelevante;reg.;D.N.M
CJK1;CJK1_1;pueda parecer irrelevante (con) [respecto a] la pena recibida por el culpable;reg.;D.N.M
CJK1;CJK1_1;no son detenidos, sino (sólo) [solo] condenados a libertad condicional;ort.;D.M.
CJK1;CJK1_2;el Tigris (Eufrates) [y el Éufrates];ort.;R
CJK1;CJK1_2;en lugar de ser un (natural) verde [natural];ord.;D.M.
CJK1;CJK1_2;PCRP en (breve) [adelante];sust.;D.M.
CJK1;CJK1_2;cuando la presidenta Geun-hye Park fue (impugnado) [impugnada];gen.;D.N.M
CJK1;CJK1_2;puede causar resultados (por la) [en] dirección negativa;reg.;D.N.M
CJK1;CJK1_3;(un nuevo perspectivo) [una nueva perspectiva];gen.;D.N.M
CJK1;CJK1_3;los (revoltosos) [rebeldes];sust.;D.N.M
CJK1;CJK1_3;representados por (la) [una] máscara de payaso de pelo verde;det.;D.M.
CJK1;CJK1_3;los principales sospechosos del homicidio [que tuvo lugar] en el metro hace unos días;elip.;R
CJK1;CJK1_3;[por ejemplo] (como irrumpir) [irrumpió];sust.;R
CJK1;CJK1_3;pudimos escuchar comentarios similares (desde) [de] la consejera del Sr. Fleck;reg.;D.N.M
CJK1;CJK1_3;el resultado acumulativo de la brecha (de) [entre] la riqueza y la desigualdad;reg.;D.N.M
CJK1;CJK1_3;el resultado acumulativo de la brecha entre [la] riqueza y la desigualdad;det.;D.N.M
CJK1;CJK1_4;a partir de (esto) [este episodio], podemos ver fácilmente que ser;esp.;
CJK1;CJK1_4;abusar (lingüísticamente) [verbalmente] de los demás;sust.;
CJK1;CJK1_4;los buscadores de atención no son [esa clase de] personas de nacimiento;esp.;
CJK1;CJK1_4;no son esa clase de personas de nacimiento, [sino que] se convierten en ella sin saberlo;elip.;
CJK1;CJK1_4;así que, para evitar ser (uno) [tú mismo un 'attention hog'], piensa siempre antes de escribir;sint.;
CJK1;CJK1_4;hace que otros se sientan mal por lo que tienen (actualmente) [realmente] en sus vidas;sust.;
CJK1;CJK1_4;el respeto no es algo (para) [exclusivo de] la vida real;sint.;
CJK1;CJK1_4;merecen el mismo respeto que (tú respetas) [les tienes] a tus amigos;sust.;
CJK1;CJK1_4;para algunas comunidades (online) [en línea];creac.;
CJK1;CJK1_4;todos los boomers / [miembros de la] generación X;esp.;
CJK1;CJK1_4;(lo) [el] mejor diario;det.;
CJK1;CJK1_4;que (es de) [tiene] mala reputación por ser severamente derechista;sust.;
CJK1;CJK1_4;por ser severamente derechista, (junto con el racismo, el sexismo) [así como racista, sexista] y todo;sust.;
CJK1;CJK1_4;eliminar físicamente la causa del mal sí que ayuda [a evitarlo];elip.;
CJK1;CJK1_4;una aplicación en la vida real, también (conocido) [conocida] como mi madre;gen.;
EKE1;EKE1_1;y se les (otorgan) [inscribe en] registros permanentes;sust.;D.N.M
EKE1;EKE1_1;registros permanentes (de su conducta);exce.;D.N.M
EKE1;EKE1_1;han reprimido a los grupos ya marginados en sus (pertinentes) [respectivas] sociedades;sust.;D.N.M
EKE1;EKE1_1;si se cuentan diferencias por factores (socio-geográficos) [sociogeográficos];ort.;D.M.
EKE1;EKE1_1;para que (sólo) [solo] se relacionen con otros delincuentes;ort.;D.N.M
EKE1;EKE1_1;para luego liberarlos (a) [en] un mundo sin oportunidades;reg.;D.N.M
EKE1;EKE1_2;este año marcará la quinta, (amplificando) [exacerbando] la que hasta ahora se considera;sust.;I.L.
EKE1;EKE1_2;(lo) [la] que hasta ahora se considera la peor sequía de la historia;gen.;D.N.M
EKE1;EKE1_2;la que [hasta] ahora se considera la peor sequía de la historia;elip.;D.N.M
EKE1;EKE1_2;el aumento de las temperaturas ha hecho (que) más escasas y erráticas las precipitaciones;exce.;D.N.M
EKE1;EKE1_2;(el) [la] Climate Hazards Group Infrarred Precipitation Station predice que en los próximos meses;gen.;I.M.
EKE1;EKE1_2;como para poder cultivar [las tierras] con éxito;elip.;I.M.
EKE1;EKE1_2;la leche de sus madres carece del valor nutricional mínimo para (mantenerlos) [su subsistencia];sust.;I.M.
EKE1;EKE1_2;hay que considerar que [hay] grupos armados [que] bloquean las fronteras;elip.;R
EKE1;EKE1_2;cualquier ayuda (interacional) [internacional];creac.;I.L.
EKE1;EKE1_2;esto incluye (a) los coches y herramientas de protección;reg.;D.N.M
EKE1;EKE1_2;herramientas de protección para los (voluntariados) [voluntarios] y encargados del transporte;sust.;D.N.M
EKE1;EKE1_2;a medida (de) que aumenta la inseguridad económica del sur global;reg.;D.N.M
EKE1;EKE1_3;lo (cuál) [cual] conlleva efectos que resultan imposibles de predecir;sust.;I.L.
EKE1;EKE1_3;el aumento de flujos de capital (a) [en] economías crecientes;reg.;D.N.M
EKE1;EKE1_3;lo (cuál) [cual] en algunos casos les permitió crecer;sust.;I.L.
EKE1;EKE1_3;lo cual en algunos casos (los) [les] permitió crecer;pron.;D.M.
EKE1;EKE1_3;además, (enriquezo) [enriqueció] a las economías que pudieron participar en acuerdos;creac.;D.N.M
EKE1;EKE1_3;pero (aún) [aun] beneficiando a unas economías;sust.;I.L.
EKE1;EKE1_3;dependen de que sean justos los participantes y se (afectan) [ven afectados] por factores;sint.;D.N.M
EKE1;EKE1_3;y las estrategias de (negocios) [negocio];núm.;D.N.M
EKE1;EKE1_3;en partes del mundo donde no (tienen) [hay] poder;sust.;D.N.M
EKE1;EKE1_4;la película no (se trata) [es] meramente (de) una obra de ficción;sust.;
EKE1;EKE1_4;descubrieron que el mundo en el que vivían no era genuino, sino que (se trataba de) [era] una;sust.;
FLL1;FLL1_1;cuando alguien anda en el mal camino, lo más probable es que (acaben) [acabe] en la cárcel;núm.;D.N.M
FLL1;FLL1_1;(el) [lo] más probable es que acabe en la cárcel;det.;D.N.M
FLL1;FLL1_1;porque ha entendido que ha hecho algo malo y (que) quiere salir de la cárcel para vivir una vida;exce.;D.N.M
FLL1;FLL1_1;al entrar en la cárcel muchos [lo] pierden todo;elip.;D.N.M
FLL1;FLL1_1;(dónde) [donde] vivían;sust.;D.N.M
FLL1;FLL1_1;seguramente (que) unos dirán que la cárcel;exce.;D.N.M
FLL1;FLL1_1;(sólo) [solo] sirve para castigar;ort.;D.N.M
FLL1;FLL1_1;al desobedecer (a) las leyes de un país;reg.;D.N.M
FLL1;FLL1_1;cuando (ellas) [estas] quieren;pron.;D.N.M
FLL1;FLL1_1;cuando estas quieren (de nuevo) formar parte de nuestra sociedad [de nuevo];ord.;D.N.M
FLL1;FLL1_1;cuando estas quieren (hacer) [formar] parte de nuestra sociedad de nuevo;sust.;D.N.M
FLL1;FLL1_1;lo que se debería hacer para ayudar [a] los convictos;reg.;D.N.M
FLL1;FLL1_1;invertir más en los programas de formación (profesionales) [profesional];núm.;D.N.M
FLL1;FLL1_1;una ocupación (día a día) [diaria] para no reincidir;ana.;D.M.
FLL1;FLL1_2;(erase) [érase] una vez, hace mucho tiempo, en Barcelona;ort.;D.N.M
FLL1;FLL1_2;Lord James, (sólo) [solo] quería casarse con la princesa para tener más poder;ort.;I.L.
FLL1;FLL1_2;es que cada día, hora y (minutos) [minuto] estoy pensando en ella;núm.;D.N.M
FLL1;FLL1_2;pero vas a tener que irte [rápido], porque extrañas criaturas pueden aparecer;elip.;D.N.M
FLL1;FLL1_2;entró en las cloacas [que estaban] por la plaza Cataluña;elip.;D.N.M
FLL1;FLL1_2;su miedo (de) [a] la oscuridad;reg.;D.N.M
FLL1;FLL1_2;ella estaba sentada en el (collumpio) [columpio] del gran jardín;ort.;
FLL1;FLL1_3;la conferenciante ha tratado (del) [el] tema de la globalización;reg.;D.M.
FLL1;FLL1_3;evocando [tanto] los puntos negativos que tiene la globalización (tanto) como los puntos positivos;ord.;D.N.M
FLL1;FLL1_3;evocando tanto los puntos negativos que (produce) [tiene] la globalización como los puntos positivos;sust.;D.N.M
FLL1;FLL1_3;la constatación del Banco Mundial [de] que hoy en día una quinta parte de la humanidad;reg.;D.N.M
FLL1;FLL1_3;una quinta parte de la humanidad vive con ingresos de menos de un (dollar) [dólar] al día;ort.;D.N.M
FLL1;FLL1_3;su crecimiento económico no ha podido seguir (la aumentación demográfica) [el aumento demográfico];sust.;D.N.M
FLL1;FLL1_3;(producieron) [produjeron] graves consecuencias económicas;creac.;D.N.M
FLL1;FLL1_3;ha llevado [a] la globalización hasta un punto de exuberancia irracional;reg.;D.N.M
FLL1;FLL1_3;no nos permite conocer las causas ni las repercusiones sobre la economía (real) [reales];núm.;D.N.M
FLL1;FLL1_3;necesitó más de un siglo (a) [en] Alemania;reg.;D.N.M
FLL1;FLL1_3;la globalización, que no es ni (bien) [buena] ni mala;sust.;D.N.M
FLL1;FLL1_3;la globalización, que no es ni buena ni (malo) [mala];gen.;D.N.M
FLL1;FLL1_3;hay que (modelarlo) [modelarla] políticamente;gen.;D.N.M
FLL1;FLL1_3;(no obstante) [más aún], el FMI también puede desempeñar un papel importante;sust.;D.N.M
FLL1;FLL1_3;no obstante, (la) [el] FMI también puede desempeñar un papel importante;gen.;D.N.M
FLL1;FLL1_3;no obstante, el FMI [también] puede desempeñar un papel importante;elip.;D.N.M
FLL1;FLL1_3;nuestro mundo (en el que vivimos);exce.;D.M.
FLL1;FLL1_4;se convirtió en un (verdadero) chico [de verdad];sust.;
FLL1;FLL1_4;(es por eso) [por lo] que en un momento de delirio;ana.;
FLL1;FLL1_4;porque el (presupuesto) [supuesto] padre;sust.;
FLL1;FLL1_4;el supuesto padre (no) fue declarado (capaz) [incapaz] de educar correctamente a un niño;ana.;
FLL1;FLL1_4;según las respuestas que nos (daron) [dieron];creac.;
FLL1;FLL1_4;en (la) [una] red social bien conocida por los jóvenes: Instagram;det.;
FLL1;FLL1_4;en una red social (muy) bien conocida por los jóvenes: Instagram;exce.;
FLL1;FLL1_4;(sin embargo) [de hecho], ejercieron presión sobre los asistentes sociales;sust.;
FLL1;FLL1_4;(que vivieran) [y permitirles así vivir] como una verdadera familia;sint.;
ICE1;ICE1_1;un preso puede ser condenado [desde] por un delito menor, como la posesión de drogas, hasta por;reg.;D.N.M
ICE1;ICE1_1;se puede decir que la cárcel (sólo) [solo] debe servir como castigo para quienes cometen delitos;ort.;D.N.M
ICE1;ICE1_1;y para intentar evitar que vuelvan a cometer (sus) delitos;exce.;D.N.M
ICE1;ICE1_1;una cárcel debería disuadir a los delincuentes, además de rehabilitarlos, pero parece que no (hacen) [hace] ni lo uno ni lo otro;núm.;D.M.
ICE1;ICE1_1;artículos afirman que (sólo) [solo] el 20% de los presos reinciden;ort.;D.N.M
ICE1;ICE1_1;sugiere que el sistema actual no funciona y [que] hay que abordar los problemas subyacentes;elip.;D.N.M
ICE1;ICE1_2;que permiten que (estes) [estos] rayos nocivos lleguen hasta nosotros;creac.;I.M.
ICE1;ICE1_2;desde dilemas (pequeñas) [pequeños];gen.;D.M.
ICE1;ICE1_2;desde (dilemas) [problemas] pequeños;sust.;I.M.
ICE1;ICE1_2;lo que demuestra aún más el [extenso] éxito (extenso) provocado por el protocolo;ord.;D.N.M
ICE1;ICE1_2;para poder disfrutar de (nuestra) [nuestro] planeta el mayor tiempo posible;gen.;I.L.
ICE1;ICE1_3;con las nuevas (tecnologias) [tecnologías];ort.;D.N.M
ICE1;ICE1_3;¿pero ha realmente mejorado las vidas de (las personas del) [todo el] mundo?;ana.;
ICE1;ICE1_3;que no esté de temporada en (su) [el propio] país;sint.;D.N.M
ICE1;ICE1_3;pero estas (cosas) [comodidades] solo benefician a las personas que tienen dinero;sust.;I.M.
ICE1;ICE1_3;que se puede ver (a través del) [en el] mundo entero;reg.;D.N.M
ICE1;ICE1_3;el mismo nivel de (crecimienta) [crecimiento] que ha alcanzado la población;creac.;D.N.M
ICE1;ICE1_3;que ha alcanzado la (demográfica) [población];sust.;D.N.M
ICE1;ICE1_3;han ocurrido (varios) [varias] crisis (financieros) [financieras];gen.;D.N.M
ICE1;ICE1_3;han ocurrido varias (crises) [crisis] financieras;creac.;D.N.M
ICE1;ICE1_3;la globalización ha (provocado) [dado lugar a la] enseñanza pública universal;sint.;D.N.M
ICE1;ICE1_3;esto tardó más de un siglo (para) [en] hacerse realidad;reg.;D.N.M
ICE1;ICE1_3;ha cambiado completamente la (economia) [economía] del mundo;ort.;D.N.M
ICE1;ICE1_3;para combatir (contra) problemas tales como la pobreza;reg.;D.N.M
ICE1;ICE1_4;una joven (bañadora) [nadadora];sust.;
ICE1;ICE1_4;ahora se ha descubierto que esta mentira fue (proporcionada) [elucubrada] por el propio alcalde;sust.;
ICE1;ICE1_4;la víctima era un niño (joven);exce.;
ICE1;ICE1_4;cuando ocurrió la [brutal] tragedia (brutal);ord.;
IDE1;IDE1_1;en realidad, el verdadero castigo les (depara) [espera] a la hora de salir;sust.;D.M.
IDE1;IDE1_1;a pesar de que una de las razones principales (por el) [del] sistema penitenciario es el castigo;reg.;D.N.M
IDE1;IDE1_1;si el objetivo de su cautiverio es (para) propiciar un mundo seguro;reg.;D.N.M
IDE1;IDE1_1;(seguramente) es imprescindible que se forme a los presos;exce.;I.M.
IDE1;IDE1_1;no hay que buscar lejos para encontrar relatos reales que (comprueban) [corroboran] que el sistema;sust.;D.N.M
IDE1;IDE1_1;es hora de reformar el [cruel] proceso (cruel) que indebidamente exacerba el problema;ord.;D.N.M
IDE1;IDE1_1;un mundo intrínsecamente de (o) gente [o] buena o malvada;ord.;D.N.M
IDE1;IDE1_1;un mundo intrínsecamente de gente o buena o (gente) malvada;exce.;D.N.M
IDE1;IDE1_1;no todo el mundo ha recibido el mismo apoyo estatal (de) [desde] la infancia;reg.;D.N.M
IDE1;IDE1_1;no todo el mundo ha recibido el mismo apoyo estatal desde [la] infancia;det.;D.N.M
IDE1;IDE1_1;suponiendo que hubiéramos asumido [nuestra] responsabilidad;det.;D.N.M
IDE1;IDE1_1;en la medida de (los) [lo] posible;núm.;D.N.M
IDE1;IDE1_1;(entrar) [empezar] en una profesión por primera vez;sust.;D.N.M
IDE1;IDE1_1;si no (realizamos) [implementamos] cambios en el sistema penitenciario;sust.;D.M.
IDE1;IDE1_2;la posibilidad de tener que (abondonar) [abandonar] su tierra natal;creac.;I.L.
IDE1;IDE1_2;una verdadera amenaza económica de la (la) cual las administraciones mundiales;exce.;
IDE1;IDE1_2;Tambora es una (colosal) caldera [colosal];ord.;D.M.
IDE1;IDE1_2;que la población de Java (tanto) venera [tanto] como teme;ord.;D.N.M
IDE1;IDE1_2;es el hogar del Estrecho de (Malacca) [Malaca];ort.;D.N.M
IDE1;IDE1_2;incluso la remota posibilidad de que entrara en erupción atenta (con) [contra] la organización social;reg.;D.N.M
IDE1;IDE1_2;es un proceso económico que subyace [tras] el funcionamiento del mundo moderno;reg.;D.N.M
IDE1;IDE1_2;e incluso superar los escollos que (intentan) [podrían] pararlo;sust.;I.M.
IDE1;IDE1_2;la caldera arrojaría (impensables) magnitudes [impensables];ord.;D.N.M
IDE1;IDE1_2;magnitudes impensables (del) [de] dióxido de azufre;det.;D.N.M
IDE1;IDE1_2;refleja la luz [solar] destinada a nuestro planeta (proveniente del sol);esp.;D.N.M
IDE1;IDE1_2;a pesar de que el resultado (antecitado) [antedicho] enfriaría el planeta;sust.;D.N.M
IDE1;IDE1_3;de hecho, (desde) [ya] hace varios siglos [que] los seres humanos intercambian bienes;sust.;R
IDE1;IDE1_3;(hacia) [en] los países emergentes;reg.;D.N.M
IDE1;IDE1_3;en (las que están) [los países] emergentes;sust.;R
IDE1;IDE1_3;los mercados libres han dirigido monumentales flujos de dinero (del) [de] occidente al sur global;det.;D.N.M
IDE1;IDE1_3;nuestro exuberante estilo de vida [se] aprovecha [de] la riqueza y diversidad que las culturas;sust.;D.N.M
IDE1;IDE1_3;culturas africanas, asiáticas y (suramericánas) [sudamericanas];ort.;I.L.
IDE1;IDE1_3;ya habían acontecido (semajantes) [semejantes] catástrofes económicas antes;creac.;D.N.M
IDE1;IDE1_3;en el que los EE. UU. (mantenía) [mantenían] una de las tasas arancelarias más elevadas;núm.;D.N.M
IDE1;IDE1_3;para financiar sus (fínes) [fines] políticos bajo el modelo ISI;ort.;I.L.
IDE1;IDE1_4;en las afueras de la [deteriorada] aldea (deteriorada) de Silver Lake;ord.;
IDE1;IDE1_4;paseaba a su perro por el bosque (por) [en] la mañana;reg.;
IDE1;IDE1_4;David González, el (ex-profesor) [exprofesor] que la tuvo en cautiverio;ort.;
IDE1;IDE1_4;con una hacha hincada en el centro (de su) [del] pecho;det.;
IDE1;IDE1_4;de la nada, David (se) le agarró el arma y le tapó la boca con la mano;pron.;
IDE1;IDE1_4;llevándola a rastras a un arbusto que se camuflaba (con) [en] el bosque;reg.;
IDE1;IDE1_4;sé que debería haber (gritado de socorro) [pedido socorro];creac.;
IDG1;IDG1_1;el sistema de detención debe ser reformado, con un enfoque (de) [en] la rehabilitación;reg.;D.N.M
IDG1;IDG1_1;el sistema de detención debe ser reformado, con un enfoque en [la] rehabilitación;det.;D.N.M
IDG1;IDG1_1;el sistema (enfoque) [se enfoca] demasiado en el castigo;sust.;D.N.M
IDG1;IDG1_1;(en primero) [en primer lugar], creo que las cárceles no funcionan;creac.;
IDG1;IDG1_1;aproximadamente el 31,6% de [los] prisioneros vuelven a prisión;det.;D.N.M
IDG1;IDG1_1;pero (es) [está] claro que no es efectivo;sust.;D.N.M
IDG1;IDG1_1;aún después de una pena de prisión, mucha gente (comité) [comete] otros delitos;sust.;D.N.M
IDG1;IDG1_1;aún después de una pena de prisión, mucha gente comete (otras ofensas) [otros delitos];sust.;D.N.M
IDG1;IDG1_1;sin embargo, las estadísticas no lo (acuerdan) [respaldan];sust.;D.N.M
IDG1;IDG1_1;sin embargo, las estadísticas no [lo] respaldan;pron.;D.N.M
IDG1;IDG1_1;la tasa de reincidencia es del 76,6% de [los] prisioneros en cinco años;det.;D.N.M
IDG1;IDG1_1;la tasa de reincidencia en Noruega es solamente [de] un 20%;reg.;D.N.M
IDG1;IDG1_1;(y) [hecho que] ha sido atribuido a su sistema de cárceles más humano;sint.;R
IDG1;IDG1_1;es necesario recordar que los internos son (todavía) [también] seres humanos;sust.;D.N.M
IDG1;IDG1_1;publicó un reportaje inquietante sobre el [importante] número (importante) de denuncias;ord.;D.N.M
IDG1;IDG1_1;algunos dirían que los internos no merecen un (tratamiento) [trato] amable;sust.;D.N.M
IDG1;IDG1_1;pero no es justo, ni (correlacionado) [conforme] a la ley española;sust.;D.N.M
IDG1;IDG1_1;hay que asegurar que los derechos humanos de los prisioneros sean (respectados) [respetados];creac.;D.N.M
IDG1;IDG1_1;en Noruega, donde el sistema (enfoque) [se enfoca] más en la rehabilitación;sust.;D.N.M
IDG1;IDG1_1;el 40% de los prisioneros que (eran) [estaban] en paro antes de ir a la cárcel;sust.;D.N.M
IDG1;IDG1_2;incluyendo no solo las montañas del altiplano (escocesa) [escocés];gen.;I.M.
IDG1;IDG1_2;incluyendo no solo las montañas del altiplano escocés (ni) [y] los ondulados páramos de Dorset;sust.;D.N.M
IDG1;IDG1_2;y los [ondulados] páramos (ondulados) de Dorset;ord.;D.M.
IDG1;IDG1_2;los animales con quienes compartimos la (tierra) [Tierra];sust.;D.M.
IDG1;IDG1_2;las morsas pueden alcanzar (a) los 2000 kg;reg.;D.N.M
IDG1;IDG1_2;las morsas pueden alcanzar [los] 2000 kg;det.;D.N.M
IDG1;IDG1_2;viven entre 20 y 30 años, generalmente en el (Árctico) [Ártico];ort.;I.L.
IDG1;IDG1_2;donde la morsa, llamada Thor, pasó la víspera (del) [de] Año Nuevo;det.;D.N.M
IDG1;IDG1_2;¡No es exactamente un oasis (árctico) [ártico]!;ort.;I.N.L.
IDG1;IDG1_2;siguiendo los consejos de organizaciones que (proyectan) [protegen] la naturaleza marina;sust.;D.M.
IDG1;IDG1_2;todo el mundo fue (respectuoso) [respetuoso] e intentó no asustar a la morsa;creac.;I.L.
IDG1;IDG1_2;todo el mundo fue respetuoso e intentó no (dar miedo) [asustar] a la morsa;sust.;R
IDG1;IDG1_2;para mantener la tranquilidad de Thor, el (consejo) [ayuntamiento] anuló los fuegos artificiales;sust.;I.M.
IDG1;IDG1_2;al frente, una morsa enorme durmiendo, sin (sabiendo) [saber] la importancia que tiene de repente;sust.;D.N.M
IDG1;IDG1_2;(el) [al] día siguiente, estaba lista;reg.;D.N.M
IDG1;IDG1_2;y por la noche del (primer) [primero] de enero;sust.;D.N.M
IDG1;IDG1_2;[a] donde llegó dos días después;reg.;D.N.M
IDG1;IDG1_2;el cambio climático es responsable (por) [de que] las morsas se encuentren lejos de su entorno;reg.;D.N.M
IDG1;IDG1_2;es responsable de que las morsas [se encuentren] lejos de su entorno natural;elip.;D.N.M
IDG1;IDG1_2;es (un) [una] señal triste del futuro para las morsas;gen.;I.M.
IDG1;IDG1_3;o sea, el mundo (se pone) [establece] más (conectado de manera financiera) [conexiones financieras];ana.;D.N.M
IDG1;IDG1_3;en primer lugar, la (habladora) [conferenciante] no cree que la globalización;sust.;D.N.M
IDG1;IDG1_3;no cree que la globalización (sea sin) [esté exenta de] efectos negativos;creac.;R
IDG1;IDG1_3;irán a los países donde los sueldos son más bajos y las reglas son menos (serveras) [severas];creac.;D.N.M
IDG1;IDG1_3;la (habladora) [conferenciante] utiliza este estudio para dar importancia a su conclusión;sust.;I.L.
IDG1;IDG1_3;la globalización no es (algo del diablo) [diabólica], pero tiene riesgos;ana.;R
IDG1;IDG1_3;(en) [a] modo de conclusión, no creo que la globalización sea la única causa de la pobreza;reg.;D.N.M
IDG1;IDG1_4;los habitantes de Nueva York observaron con horror mientras (que) una flota de extraterrestres;sust.;
IDG1;IDG1_4;[el] martes comenzó con normalidad;det.;
IDG1;IDG1_4;los viajeros diarios, los turistas y los dueños de (los) negocios procedían con su día como siempre;det.;
IDG1;IDG1_4;los viajeros diarios, los turistas y los dueños de negocios procedían con (sus días) [su día] como siempre;núm.;
IDG1;IDG1_4;y Nueva York estaba tan (tranquilo) [tranquila] como nunca;gen.;
IDG1;IDG1_4;las criaturas aparecieron por un portal en el cielo a las 12:30 (por) [de] la tarde;reg.;
IDG1;IDG1_4;todo el mundo intentó (a) huir para esconderse;reg.;
IDG1;IDG1_4;todo el mundo intentó huir [para] esconderse;reg.;
IDG1;IDG1_4;pero los paisanos no pudieron (superar) [vencer] a los invasores;sust.;
IDG1;IDG1_4;eran criaturas muy fuertes y (rápidos) [rápidas];gen.;
IDG1;IDG1_4;Miles de Chitauri (pasó) [pasaron] por el portal;núm.;
IDG1;IDG1_4;las maquinaciones diabólicas del semidios Loki, que había causado [un gran] caos en Nuevo Méjico;elip.;
IDG1;IDG1_4;Los Vengadores (incluyaban) [incluían];creac.;
IDG1;IDG1_4;Thor, el semidios del (relámpago) [trueno];sust.;
IDG1;IDG1_4;Iron Man se fue volando antes de volver (llevando) [con] un misil nuclear;sust.;
IDG1;IDG1_4;Iron Man volaba cada vez más alto, hacia y luego (por el) [a través del] portal;reg.;
IDG1;IDG1_4;empujó el misil hacia el (ejercito) [ejército] extraterrestre;ort.;
IDG1;IDG1_4;Iron Man pudo volver a la Tierra [en] el último momento posible;reg.;
IDG1;IDG1_4;por el contrario, debemos tener en cuenta (la cuesta) [el coste] de esta victoria;sust.;
IDG1;IDG1_4;costarán millones de dólares (de) [por] los daños a los edificios de la ciudad;reg.;
IDG1;IDG1_4;costarán millones de dólares por [los] daños a los edificios de la ciudad;det.;
IDG1;IDG1_4;llevará mucho tiempo (para) reconstruir Nueva York;reg.;
IDG1;IDG1_4;los servicios de emergencia y (la gente ordinaria, pero valiente) [los ciudadanos ordinarios, pero valientes];sust.;
IDG1;IDG1_4;los servicios de emergencia y los ciudadanos ordinarios, [pero] valientes que ayudaron ayer;elip.;
IDO1;IDO1_1;la cárcel: ¿una condena o una segunda (posibilidad) [oportunidad]?;sust.;D.M.
IDO1;IDO1_1;si pensamos (a) [en] las cárceles y las personas que;reg.;
IDO1;IDO1_1;las personas que tristemente llegan a estos lugares por (cualquiera) [cualquier] motivación;sust.;D.N.M
IDO1;IDO1_1;que deberían (ser cerrados) [permanecer encerrados] en su celda por el resto de sus vidas;sust.;R
IDO1;IDO1_1;otro aspecto que también muchas veces se ignora es que (en un modo o en el otro) [de un modo u otro];ana.;R
IDO1;IDO1_1;en este pequeño (articulo) [artículo];ort.;D.N.M
IDO1;IDO1_1;hay que considerar [que] convicto puede ser un asesino o un ladrón que ha robado algo de poco valor;elip.;D.N.M
IDO1;IDO1_1;personas que realmente son inocentes, y que quizás han (hecho) [cometido] un error estúpido;sust.;D.N.M
