participant_ID,composition_number,text_ID,error,error_type,fb_type
ARE1,1st,ARE1_1,los carceleros traten (humano) a los presos [con humanidad],,
ARE1,1st,ARE1_1,(al) [por] otro lado,,
ARE1,1st,ARE1_1,sí entiendo (porque) [por qué] los afectados,,
ARE1,1st,ARE1_1,los afectados (de) [por] un crimen,,
ARE1,1st,ARE1_1,"es una solución que tal vez no sea ideal, pero [que] puede funcionar",,
ARE1,1st,ARE1_1,puede funcionar para (generar) [ganar] tiempo hasta que se decida qué hacer,,
ARE1,1st,ARE1_1,repetición léxica,,
ARE1,2nd,ARE1_2,en el rinconcito de la (tierra) [Tierra] donde nací,,
ARE1,2nd,ARE1_2,"en el rinconcito de la Tierra donde nací, (el) Weinviertel",,
ARE1,2nd,ARE1_2,(ese) [este] territorio que queda en la esquina nororiental de Austria,,
ARE1,2nd,ARE1_2,cuenta con (soñadoras) colinas [de ensueño],,
ARE1,2nd,ARE1_2,"este hecho actualmente se está alterando, (causado por el) [a causa del] cambio climático",,
ARE1,2nd,ARE1_2,estamos a salvo de (graves) desastres naturales [graves],,
ARE1,2nd,ARE1_2,la región en esencia (se da) [es] tranquila,,
ARE1,2nd,ARE1_2,un (destrozador) remolino [destrozador],,
ARE1,2nd,ARE1_2,el tornado que llegó (a los fines de) [a finales de] junio del año pasado,,
ARE1,2nd,ARE1_2,las (estribaciones) [precipitaciones] alcanzaron varias aldeas en el norte de Baja Austria,,
ARE1,2nd,ARE1_2,un poblado de 800 personas que (es) [está] separado solo por un cerro,,
ARE1,2nd,ARE1_2,los muebles (de) [del] jardín,,
ARE1,2nd,ARE1_2,en el informe meteorológico ya habían (anunciado la advertencia) [advertido] de la tormenta,,
ARE1,2nd,ARE1_2,[no] era nada insólito,,
ARE1,2nd,ARE1_2,la catástrofe se (dio por) [dejó] ver al día siguiente,,
ARE1,2nd,ARE1_2,varios videos (cursaban) [circulaban] mostrando la ominosa fuerza de la naturaleza,,
ARE1,2nd,ARE1_2,unos expertos (de) [en] construcción,,
ARE1,2nd,ARE1_2,caminamos de casa (a) [en] casa bajo el fuerte sol,,
ARE1,2nd,ARE1_2,(aun) [aún] no saben la magnitud de los perjuicios,,
ARE1,2nd,ARE1_2,(así) [explicó] el esposo,,
ARE1,2nd,ARE1_2,después del pedrisco continuó (a llover) [lloviendo],,
ARE1,2nd,ARE1_2,cosa que nadie entendió en esta situación y (la) que iba a ser un tema de discusión,,
ARE1,2nd,ARE1_2,continuaban (a caer) [cayendo] tejas,,
ARE1,2nd,ARE1_2,los expertos (de) [en] construcción,,
ARE1,2nd,ARE1_2,mi amiga y yo platicamos con la gente. (Parecían) [Parecía] tener mucha necesidad de hablar,,
ARE1,2nd,ARE1_2,(aun) [aún] nadie sabía muy bien cuánto sería el perjuicio financiero y económico,,
ARE1,2nd,ARE1_2,su familia también tenía (una vinícola) [un viñedo],,
ARE1,2nd,ARE1_2,110 equipos de bomberos estaban (movilizadas) [movilizados],,
ARE1,2nd,ARE1_2,aún quedan (unos) [algunos] edificios por reparar,,
ARE1,2nd,ARE1_2,repetición léxica,,
ARE1,3rd,ARE1_3,las consecuencias económicas en los (respectos) países [involucrados],,
ARE1,3rd,ARE1_3,favorece las naciones con (los suficientes) [más] recursos financieros,,
ARE1,3rd,ARE1_3,"(algunos) [algunas], por otro lado, pudieron salir de este estado",,
ARE1,3rd,ARE1_3,involucrados (a nivel del) [en el] mercado financiero público y no solo (del) [en el] privado,,
ARE1,3rd,ARE1_3,que levanten la fuerza económica de las (unidades) [entidades] desfavorecidas,,
ARE1,3rd,ARE1_3,para (concluír) [concluir],,
ARE1,3rd,ARE1_3,la única manera [de enfrentarnos a la globalización] es mirar hacia adelante,,
ARE1,3rd,ARE1_3,para aprovechar las (dadas) oportunidades [dadas],,
ARE1,3rd,ARE1_3,necesitamos llegar a acuerdos y procurar [un] consenso para que las identidades nacionales,,
ARE1,3rd,ARE1_3,repetición léxica,,
ARE1,4th,ARE1_4,(Paris) [París],,
ARE1,4th,ARE1_4,se había (pasado) [saltado] varios semáforos en rojo,,
ARE1,4th,ARE1_4,se había saltado varios semáforos (rojos) [en rojo],,
ARE1,4th,ARE1_4,razón por la cual el coche (estaba) [iba] de camino al hospital,,
ARE1,4th,ARE1_4,que causó [un gran] desorden el jueves por la tarde,,
ARE1,4th,ARE1_4,(conduciendo a) [a una velocidad de] unos 200 km/h,,
ARE1,4th,ARE1_4,testigos oculares aseguran que (se) serpenteaba por una caravana de coches,,
ARE1,4th,ARE1_4,resulta que la imagen que produjo el aparato (le) [les] llamó a atención,,
ARE1,4th,ARE1_4,a unos (de los) empleados en vigilancia,,
ARE1,4th,ARE1_4,(el) [la] imagen en infrarrojo mostraba a dos personas,,
ARE1,4th,ARE1_4,la (esbelta) [nítida] silueta de una silla de ruedas,,
ARE1,4th,ARE1_4,finalmente el vehículo se logró (mantener) [detener] en un cruce cerca del Pont de Levallois,,
ARE1,4th,ARE1_4,"(al) [en el] momento de acercarse al coche, el conductor salió voluntariamente",,
ARE1,4th,ARE1_4,con las manos [en alto] señalando su inocencia,,
ARE1,4th,ARE1_4,aquel señor (estaba) [iba] en silla de ruedas,,
ARE1,4th,ARE1_4,por una parálisis (que fue) resultado de un accidente,,
ARE1,4th,ARE1_4,un accidente [de] hace unos diez años,,
ARE1,4th,ARE1_4,repetición léxica,,
ASA1,1st,ASA1_1,castigo (a) [por] todas partes,,
ASA1,1st,ASA1_1,tiene el potencial de convertirse [en] un lugar apto para conseguir la reinserción,,
ASA1,1st,ASA1_1,para la reinserción de los (antiguos delincuentes) [exconvictos],,
ASA1,1st,ASA1_1,con el objetivo de (castigar) [castigarlos] y humillarlos,,
ASA1,1st,ASA1_1,como menciona un (antiguo preso) [expresidiario] llamado Andrés,,
ASA1,1st,ASA1_1,incluso su derecho (de) [a] voto,,
ASA1,1st,ASA1_1,si el trato (de) [a] los presos,,
ASA1,1st,ASA1_1,(sólo) [solo] se enfoca en castigarlos y humillarlos,,
ASA1,1st,ASA1_1,solo se enfoca en (castigar) [castigarlos] y humillarlos,,
ASA1,1st,ASA1_1,Noruega no (sólo) [solo] es el país en el que se encuentran las cárceles más humanas del mundo,,
ASA1,1st,ASA1_1,se [las] puede (convertirlas) [convertir],,
ASA1,1st,ASA1_1,ahí se les puede enseñar lo que les (falte) [haga falta] para poder vivir una vida normal,,
ASA1,1st,ASA1_1,aprender cómo trabajar en equipo y (completar) [desempeñar] un trabajo que los enorgullezca,,
ASA1,1st,ASA1_1,repetición léxica,,
ASA1,2nd,ASA1_2,nadie conocía la verdad sobre qué se encontraba realmente dentro [de] ese espacio,,
ASA1,2nd,ASA1_2,durante cientos de años [no] había habido ni una sola alma,,
ASA1,2nd,ASA1_2,debía arriesgar su vida por sus familiares y la riqueza que (iba a esperarles) [les esperaba],,
ASA1,2nd,ASA1_2,esa parte del paisaje estaba completamente (tenebroso) [tenebrosa],,
ASA1,2nd,ASA1_2,"desafortunadamente, la situación (se empeoró) [empeoraba] cada vez que llegaba a un punto",,
ASA1,2nd,ASA1_2,un punto más profundo de aquel (labirinto) [laberinto] de matorral,,
ASA1,2nd,ASA1_2,"hasta que, por más que se esforzara, [ya] no lograba ver nada",,
ASA1,2nd,ASA1_2,ya que ni siquiera era capaz de entrever la (seda) [senda] que la iba a guiar hasta la salida,,
ASA1,2nd,ASA1_2,notó cómo se (inició) [empezó] a iluminar su entorno,,
ASA1,2nd,ASA1_2,y (súbidamente) [súbitamente] apareció un hada,,
ASA1,2nd,ASA1_2,siguió el [luminoso] cuerpo (luminoso) del ser místico,,
ASA1,2nd,ASA1_2,hasta que (éste) [este] paró,,
ASA1,2nd,ASA1_2,donde crecían (varios) distintos tipos de vegetales y frutas en abundancia,,
ASA1,2nd,ASA1_2,en su centro (estaba) [se encontraba] una cueva,,
ASA1,2nd,ASA1_2,una cueva llena de (moneda) [monedas] de oro,,
ASA1,2nd,ASA1_2,a partir de (ahora) [ese momento],,
ASA1,2nd,ASA1_2,"dejaron de considerar el ""bosque oscuro"" como algo terrorífico, (sino) [puesto] que aprendieron a",,
ASA1,2nd,ASA1_2,incluso los parajes más desgraciados del mundo (se demuestran bellos) [pueden esconder belleza],,
ASA1,2nd,ASA1_2,incluso los parajes más desgraciados del mundo pueden ser (bellas) [bellos],,
ASA1,2nd,ASA1_2,repetición léxica,,
ASA1,3rd,ASA1_3,"por un lado, la (locutora) [conferenciante] resume los efectos pasados",,
ASA1,3rd,ASA1_3,los efectos pasados de (ésta) [esta] y los resultados de estudios,,
ASA1,3rd,ASA1_3,se (conducieron) [condujeron],,
ASA1,3rd,ASA1_3,estudios que se (condujeron) [llevaron a cabo],,
ASA1,3rd,ASA1_3,da a conocer su propia (opinion) [opinión] respecto al tema,,
ASA1,3rd,ASA1_3,explica que los expertos definen (ese) [este] término,,
ASA1,3rd,ASA1_3,destaca que no todos los países [se] benefician de él,,
ASA1,3rd,ASA1_3,"Por ejemplo, en Africa [África], la globalización contribuye a que el comercio",,
ASA1,3rd,ASA1_3,el comercio (se) disminuya,,
ASA1,3rd,ASA1_3,el comercio (desminuye) [disminuya],,
ASA1,3rd,ASA1_3,concluyen que (éstas) [estas] han sido mayoritariamente negativas,,
ASA1,3rd,ASA1_3,no solo se debe (clasificar) [ver] la expansión global de los mercados como algo negativo,,
ASA1,3rd,ASA1_3,repetición léxica,,
ASA1,4th,ASA1_4,logró solucionar el caso antes (de) [que] la policía,,
ASA1,4th,ASA1_4,al entender que las autoridades no demostraban ni el [más] mínimo interés en buscar el cuerpo,,
ASA1,4th,ASA1_4,poder determinar con precisión el sitio en el que el asesino se debía [de] haber deshecho de él,,
ASA1,4th,ASA1_4,todavía fuera capaz de (hacer) [dar con] semejante hallazgo,,
ASA1,4th,ASA1_4,para averiguar si (uno) [alguno] de ellos había tenido algún vínculo con una mujer,,
ASA1,4th,ASA1_4,sabía que (era) el doctor (quien) era el responsable de todas las muertes,,
ASA1,4th,ASA1_4,estaba claro que el autor debía (de) haber dispuesto de conocimientos avanzados,,
ASA1,4th,ASA1_4,conocimientos avanzados sobre (la) medicina,,
ASA1,4th,ASA1_4,ella se había negado a (divorciarlo) [divorciarse de él],,
ASA1,4th,ASA1_4,repetición léxica,,
AZC1,1st,AZC1_1,ni para los (antiguos presos) [exconvictos],,
AZC1,1st,AZC1_1,ni para la sociedad (fuera de las rejas) [libre],,
AZC1,1st,AZC1_1,los (ex presos) [expresidiarios],,
AZC1,1st,AZC1_1,"la sociedad actual rara vez habla de los expresidiarios [y, cuando lo hace] suele ser de forma",,
AZC1,1st,AZC1_1,¿(es una mala persona) [son malas personas] o la gente puede mejorar?,,
AZC1,1st,AZC1_1,un buen ejemplo es el (ex - preso) [exconvicto] alemán que ahora,,
AZC1,1st,AZC1_1,una empresa que sensibiliza a los jóvenes (llamativos) [conflictivos] sobre las consecuencias,,
AZC1,1st,AZC1_1,"(resumido) [en resumen], la mayoría de los presos",,
AZC1,1st,AZC1_1,"hacer algo [al] respecto, con la esperanza de ser aceptados en la sociedad",,
AZC1,1st,AZC1_1,hay algunas formas de (hacer) [lograr] una buena vida después de la cárcel,,
AZC1,1st,AZC1_1,no solo los (antiguos presos) [excarcelados] tienen que trabajar,,
AZC1,1st,AZC1_1,trabajar sobre (si) [sí] mismos,,
AZC1,1st,AZC1_1,también la sociedad (fuera de la cárcel) [libre],,
AZC1,1st,AZC1_1,repetición léxica,,
AZC1,2nd,AZC1_2,¿alguna vez has estado tan (apretado) [estresado] que crees que tu cerebro va a explotar?,,
AZC1,2nd,AZC1_2,llena de pensamientos innecesarios que ni siquiera te dejan dormir… ¿(si) [sí]?,,
AZC1,2nd,AZC1_2,hasta altas horas de la noche (y no has) [no] durmiendo lo suficiente,,
AZC1,2nd,AZC1_2,tu mente ya está (rellena) [llena] de ideas de tu día previsto y tus tareas,,
AZC1,2nd,AZC1_2,¿serán todos los días exactamente así para (mi) [mí]?,,
AZC1,2nd,AZC1_2,[en] la naturaleza suele (ser) [estar] la solución,,
AZC1,2nd,AZC1_2,(camino) [camina] por un sendero que no sabes exactamente adónde conduce,,
AZC1,2nd,AZC1_2,es difícil concentrarse (sólo) [solo] en eso,,
AZC1,2nd,AZC1_2,cosas que nunca se (dan) [toman en] cuenta,,
AZC1,2nd,AZC1_2,concéntrate (sólo) [solo] en las olas que se dirigen,,
AZC1,2nd,AZC1_2,(hermosos) [hermosas] memorias de vacaciones familiares,,
AZC1,2nd,AZC1_2,estos momentos (sólo) [solo] existen para ti,,
AZC1,2nd,AZC1_2,pero tienes que (tomarte) [darte] esa oportunidad,,
AZC1,2nd,AZC1_2,pero tienes que tomarte (ese) [esa] oportunidad,,
AZC1,2nd,AZC1_2,escapa de la rutina diaria y (sitúa) [pon] tu atención en otro lugar,,
AZC1,2nd,AZC1_2,repetición léxica,,
AZC1,3rd,AZC1_3,¿estaríamos (dónde) [donde] estamos hoy sin la globalización?,,
AZC1,3rd,AZC1_3,(evidentement) [evidentemente] no,,
AZC1,3rd,AZC1_3,¿podemos estar (seguro) [seguros] de que…?,,
AZC1,3rd,AZC1_3,¿podemos estar seguros [de] que…?,,
AZC1,3rd,AZC1_3,¿podemos estar seguros de que (cómo) [la forma en que] el mundo lo hace es (correcto) [correcta]…?,,
AZC1,3rd,AZC1_3,nos ayuda [a] mejorar la economía,,
AZC1,3rd,AZC1_3,la economía de los (paises) [países],,
AZC1,3rd,AZC1_3,resulta en aspectos positivos (por) [para] algunos países,,
AZC1,3rd,AZC1_3,para algunos (paises) [países] y su posición en el mundo,,
AZC1,3rd,AZC1_3,nuestras vidas serían tan diferentes que no podemos (imaginar) [ni imaginárnoslas],,
AZC1,3rd,AZC1_3,nos da (oportunidades) [la oportunidad] de ser,,
AZC1,3rd,AZC1_3,la oportunidad de ser [lo] que queremos ser,,
AZC1,3rd,AZC1_3,[estar] donde queremos estar,,
AZC1,3rd,AZC1_3,estar (dónde) [donde] queremos estar,,
AZC1,3rd,AZC1_3,y vivir (cómo) [como] queremos,,
AZC1,3rd,AZC1_3,"lamentablemente, no todo el mundo puede (profitar) [sacar provecho] de estas oportunidades",,
AZC1,3rd,AZC1_3,sacar provecho de estas (cosas) [oportunidades],,
AZC1,3rd,AZC1_3,y que [no] tienen (o) [ni] reciben nunca estas ventajas,,
AZC1,3rd,AZC1_3,no tienen ni reciben nunca (de) estas ventajas,,
AZC1,3rd,AZC1_3,los (paises) [países] industriales roban a los otros países,,
AZC1,3rd,AZC1_3,los países industriales roban [a los] otros países,,
AZC1,3rd,AZC1_3,los países industriales roban a los (otras paisas) [otros países],,
AZC1,3rd,AZC1_3,en lugares como (Africa) [África],,
AZC1,3rd,AZC1_3,necesitan cooperar con (esta gran) [estas grandes] economías,,
AZC1,3rd,AZC1_3,la población (sólo) [solo] recibe,,
AZC1,3rd,AZC1_3,solo recibe los aspectos negativos de (eso) [ese] proceso,,
AZC1,3rd,AZC1_3,la población solo recibe los (mal) aspectos [negativos] de ese proceso,,
AZC1,3rd,AZC1_3,todos los resultados (positivas) [positivos],,
AZC1,3rd,AZC1_3,todos los resultados positivos (llevan partes) [tienen consecuencias] muy graves,,
AZC1,3rd,AZC1_3,[no] es ni buena ni mala,,
AZC1,3rd,AZC1_3,no es ni buena ni (mal) [mala],,
AZC1,3rd,AZC1_3,el mundo necesita (que venir junto) [unirse],,
AZC1,3rd,AZC1_3,y (lucha) [luchar] contra las circunstancias malas,,
AZC1,3rd,AZC1_3,las (circumstancias) [circunstancias] malas,,
AZC1,3rd,AZC1_3,trabajar (por) [para] la reducción de la pobreza absoluta,,
AZC1,3rd,AZC1_3,es también la tarea de todos (los actores) crear un mundo mejor,,
AZC1,4th,AZC1_4,el pasado fin de (Semana) [semana],,
AZC1,4th,AZC1_4,un artista que debía (pasar) [adelantar] a un grupo de jóvenes en bicicleta,,
AZC1,4th,AZC1_4,"el protagonista estaba (dañado) [herido], ¿y ahora qué?",,
AZC1,4th,AZC1_4,pero el (mimo de doblaje) [doble] enfermó de coronavirus dos días antes del rodaje,,
AZC1,4th,AZC1_4,pero el doble enfermó de (Corona) [coronavirus] dos días antes del rodaje,,
AZC1,4th,AZC1_4,"por lo que el ""Pablo Sánchez herido"" pudo (iniciarse) [ver la luz en pantalla] perfectamente gracias a",,
AZC1,4th,AZC1_4,ya puedes reservar entradas para (la publicación) [el estreno] en nuestra página web,,
CJK1,1st,CJK1_1,la función de la cárcel es reducir la (ocurrencia) [incidencia] de crímenes,,
CJK1,1st,CJK1_1,la función de la cárcel es reducir la incidencia de (crimines) [crímenes],,
CJK1,1st,CJK1_1,las prioridades entre ambas [opciones] pueden diferir,,
CJK1,1st,CJK1_1,debido a que tal perspectiva (establece altos valores en) [pone en alto valor] los derechos humanos,,
CJK1,1st,CJK1_1,"(con) [de] ella, suelen seguirse métodos que aumentan el bienestar dentro de la prisión",,
CJK1,1st,CJK1_1,estas medidas han llevado a la situación (en) [de] que algunos criminales,,
CJK1,1st,CJK1_1,algunos criminales (sean) [acepten ser] encarcelados a propósito,,
CJK1,1st,CJK1_1,es importante imponer un castigo [lo] (suficiente) [suficientemente severo] al criminal,,
CJK1,1st,CJK1_1,aunque aliviar (del) [el] dolor pueda parecer irrelevante,,
CJK1,1st,CJK1_1,pueda parecer irrelevante (con) [respecto a] la pena recibida por el culpable,,
CJK1,1st,CJK1_1,"no son detenidos, sino (sólo) [solo] condenados a libertad condicional",,
CJK1,1st,CJK1_1,y luego (hacer cumplidos) [tomar medidas] adicionales en la perspectiva del criminal,,
CJK1,2nd,CJK1_2,el Tigris (Eufrates) [y el Éufrates],,
CJK1,2nd,CJK1_2,en lugar de ser un (natural) verde [natural],,
CJK1,2nd,CJK1_2,"en este (papel) [trabajo] solo hablaré del ""Proyecto de los Cuatro Ríos Principales""",,
CJK1,2nd,CJK1_2,PCRP en (breve) [adelante],,
CJK1,2nd,CJK1_2,cuando la presidenta Geun-hye Park fue (impugnado) [impugnada],,
CJK1,2nd,CJK1_2,se gastaron 22 billones [de] wones,,
CJK1,2nd,CJK1_2,puede causar resultados (por la) [en] dirección negativa,,
CJK1,2nd,CJK1_2,aunque estoy de acuerdo [en] que la politización es un buen método,,
CJK1,3rd,CJK1_3,(un nuevo perspectivo) [una nueva perspectiva],,
CJK1,3rd,CJK1_3,los (revoltosos) [rebeldes],,
CJK1,3rd,CJK1_3,representados por (la) [una] máscara de payaso de pelo verde,,
CJK1,3rd,CJK1_3,los principales sospechosos del homicidio [que tuvo lugar] en el metro hace unos días,,
CJK1,3rd,CJK1_3,[por ejemplo] (como irrumpir) [irrumpió],,
CJK1,3rd,CJK1_3,(la casa suya) [su casa],,
CJK1,3rd,CJK1_3,pudimos escuchar comentarios similares (desde) [de] la consejera del Sr. Fleck,,
CJK1,3rd,CJK1_3,no fue causado únicamente por (un cerebro individual) [una sola mente],,
CJK1,3rd,CJK1_3,el resultado acumulativo de la brecha (de) [entre la] riqueza y la desigualdad,,
CJK1,3rd,CJK1_3,repetición léxica,,
CJK1,4th,CJK1_4,"a partir de (esto) [este episodio], podemos ver fácilmente que ser",,
CJK1,4th,CJK1_4,abusar (lingüísticamente) [verbalmente] de los demás,,
CJK1,4th,CJK1_4,los buscadores de atención no son [esa clase de] personas de nacimiento,,
CJK1,4th,CJK1_4,"no son esa clase de personas de nacimiento, [sino que] se convierten en ella sin saberlo",,
CJK1,4th,CJK1_4,sino que se convierten en (uno) [ella] sin saberlo,,
CJK1,4th,CJK1_4,"así que, para evitar ser (uno) [tú mismo un 'attention hog'], piensa siempre antes de escribir",,
CJK1,4th,CJK1_4,hace que otros se sientan mal por lo que tienen (actualmente) [realmente] en sus vidas,,
CJK1,4th,CJK1_4,el respeto no es algo (para) [exclusivo de] la vida real,,
CJK1,4th,CJK1_4,el respeto no es algo exclusivo de la vida (offline) [real],,
CJK1,4th,CJK1_4,merecen el mismo respeto que (tú respetas) [les tienes] a tus amigos,,
CJK1,4th,CJK1_4,para algunas comunidades (online) [en línea],,
CJK1,4th,CJK1_4,(el exceso de normalidad) [generalizar en exceso] siempre es una mala idea,,
CJK1,4th,CJK1_4,¿por qué la gente (es triggered) [se ofende] tan fácilmente?,,
CJK1,4th,CJK1_4,(los términos normalizadores) [las generalizaciones] se utilizan muy fácilmente en Internet,,
CJK1,4th,CJK1_4,todos los boomers / [miembros de la] generación X,,
CJK1,4th,CJK1_4,(lo) [el] mejor diario,,
CJK1,4th,CJK1_4,que (es de) [tiene] mala reputación por ser severamente derechista,,
CJK1,4th,CJK1_4,"por ser severamente derechista, (junto con el racismo, el sexismo) [así como racista, sexista] y todo",,
CJK1,4th,CJK1_4,eliminar físicamente la causa [del mal] sí que ayuda,,
CJK1,4th,CJK1_4,eliminar físicamente la causa del mal sí que ayuda [a evitarlo],,
CJK1,4th,CJK1_4,"una aplicación en la vida real, también (conocido) [conocida] como mi madre",,
CJK1,4th,CJK1_4,es importante socializar con otros (fuera de línea) [cara a cara] de vez en cuando,,
CJK1,4th,CJK1_4,repetición léxica,,
EKE1,1st,EKE1_1,en toda la tierra (que) ocupada por humanos,,
EKE1,1st,EKE1_1,y se les (otorgan) [inscribe en] registros permanentes,,
EKE1,1st,EKE1_1,registros permanentes (de su conducta),,
EKE1,1st,EKE1_1,han reprimido a los grupos ya marginados en sus (pertinentes) [respectivas] sociedades,,
EKE1,1st,EKE1_1,si se cuentan diferencias por factores (socio-geográficos) [sociogeográficos],,
EKE1,1st,EKE1_1,lo que les (permite) [impulsa a] volver a delinquir para sobrevivir,,
EKE1,1st,EKE1_1,para que (sólo) [solo] se relacionen con otros delincuentes,,
EKE1,1st,EKE1_1,para luego liberarlos (a) [en] un mundo sin oportunidades,,
EKE1,1st,EKE1_1,repetición léxica,,
EKE1,2nd,EKE1_2,sus últimos habitantes pasan hambre o hacen las maletas (en desesperación) [con desesperación],,
EKE1,2nd,EKE1_2,"este año marcará la quinta, (amplificando) [exacerbando] la que hasta ahora se considera",,
EKE1,2nd,EKE1_2,(lo) [la] que hasta ahora se considera la peor sequía de la historia,,
EKE1,2nd,EKE1_2,la que [hasta] ahora se considera la peor sequía de la historia,,
EKE1,2nd,EKE1_2,el aumento de las temperaturas ha hecho (que) más escasas y erráticas las precipitaciones,,
EKE1,2nd,EKE1_2,(el) [la] Climate Hazards Group Infrarred Precipitation Station predice que en los próximos meses,,
EKE1,2nd,EKE1_2,como para poder cultivar [las tierras] con éxito,,
EKE1,2nd,EKE1_2,la leche de sus madres carece del valor nutricional mínimo para (mantenerlos) [su subsistencia],,
EKE1,2nd,EKE1_2,hay que considerar que [hay] grupos armados [que] bloquean las fronteras,,
EKE1,2nd,EKE1_2,cualquier ayuda (interacional) [internacional],,
EKE1,2nd,EKE1_2,esto incluye (a) los coches y herramientas de protección,,
EKE1,2nd,EKE1_2,herramientas de protección para los (voluntariados) [voluntarios] y encargados del transporte,,
EKE1,2nd,EKE1_2,a medida (de) que aumenta la inseguridad económica del sur global,,
EKE1,3rd,EKE1_3,"incluyendo el capital (monetaria, informática y humana) [monetario, informático y humano]",,
EKE1,3rd,EKE1_3,lo (cuál) [cual] conlleva efectos que resultan imposibles de predecir,,
EKE1,3rd,EKE1_3,existen ciertos beneficios (y) [e] inconvenientes,,
EKE1,3rd,EKE1_3,(trás) [tras] evaluar los efectos históricos de la liberalización,,
EKE1,3rd,EKE1_3,el aumento de flujos de capital (a) [en] economías crecientes,,
EKE1,3rd,EKE1_3,lo (cuál) [cual] en algunos casos les permitió crecer,,
EKE1,3rd,EKE1_3,lo cual en algunos casos (los) [les] permitió crecer,,
EKE1,3rd,EKE1_3,"además, (enriquezo) [enriqueció] a las economías que pudieron participar en acuerdos",,
EKE1,3rd,EKE1_3,pero (aún) [aun] beneficiando a unas economías,,
EKE1,3rd,EKE1_3,dependen de que sean justos los participantes y se (afectan) [ven afectados] por factores,,
EKE1,3rd,EKE1_3,y las estrategias de (negocios) [negocio],,
EKE1,3rd,EKE1_3,las economías se pueden dañar por catrástrofes (políticos) [políticas],,
EKE1,3rd,EKE1_3,en partes del mundo donde no (tienen) [hay] poder,,
EKE1,3rd,EKE1_3,(el) [la] crisis (financiero) [financiera],,
EKE1,3rd,EKE1_3,ilustra (ese) [este] fenómeno,,
EKE1,3rd,EKE1_3,repetición léxica,,
EKE1,4th,EKE1_4,la película no (se trata) [es] meramente (de) una obra de ficción,,
EKE1,4th,EKE1_4,"descubrieron que el mundo en el que vivían no era genuino, sino que (se trataba de) [era] una",,
EKE1,4th,EKE1_4,repetición léxica,,
FLL1,1st,FLL1_1,"las tres (R) [erres], que son: reinserción, regeneración y rehabilitación",,
FLL1,1st,FLL1_1,"cuando alguien anda en el mal camino, lo más probable es que (acaben) [acabe] en la cárcel",,
FLL1,1st,FLL1_1,(el) [lo] más probable es que acabe en la cárcel,,
FLL1,1st,FLL1_1,porque ha entendido que ha hecho algo malo y (que) quiere salir de la cárcel para vivir una vida,,
FLL1,1st,FLL1_1,al entrar en la cárcel muchos [lo] pierden todo,,
FLL1,1st,FLL1_1,(dónde) [donde] vivían,,
FLL1,1st,FLL1_1,seguramente (que) unos dirán que la cárcel,,
FLL1,1st,FLL1_1,(sólo) [solo] sirve para castigar,,
FLL1,1st,FLL1_1,al desobedecer (a) las leyes de un país,,
FLL1,1st,FLL1_1,pero [yo] estoy de acuerdo con la idea que propone Jero,,
FLL1,1st,FLL1_1,cuando (ellas) [estas] quieren,,
FLL1,1st,FLL1_1,cuando estas quieren (de nuevo) formar parte de nuestra sociedad [de nuevo],,
FLL1,1st,FLL1_1,cuando estas quieren (hacer) [formar] parte de nuestra sociedad de nuevo,,
FLL1,1st,FLL1_1,lo que se debería hacer para ayudar [a] los convictos,,
FLL1,1st,FLL1_1,invertir más en los programas de formación (profesionales) [profesional],,
FLL1,1st,FLL1_1,una ocupación (día a día) [diaria] para no reincidir,,
FLL1,1st,FLL1_1,repetición léxica,,
FLL1,2nd,FLL1_2,"(erase) [érase] una vez, hace mucho tiempo, en Barcelona",,
FLL1,2nd,FLL1_2,Lord James y el (caballerizo) [caballero] Felipe,,
FLL1,2nd,FLL1_2,"Lord James, (sólo) [solo] quería casarse con la princesa para tener más poder",,
FLL1,2nd,FLL1_2,a fin de (mostrarle) [mostrar] su amor por la linda princesa,,
FLL1,2nd,FLL1_2,era el (más bonito) diamante [más bonito] del mundo,,
FLL1,2nd,FLL1_2,buscaba una manera de robarlo (en) [de] la Sagrada Familia,,
FLL1,2nd,FLL1_2,"es que cada día, hora y (minutos) [minuto] estoy pensando en ella",,
FLL1,2nd,FLL1_2,"pero vas a tener que irte [rápido], porque extrañas criaturas pueden aparecer",,
FLL1,2nd,FLL1_2,entró en las cloacas [que estaban] por la plaza Cataluña,,
FLL1,2nd,FLL1_2,¡por mi princesa haré hasta (el) [lo] imposible!,,
FLL1,2nd,FLL1_2,su miedo (de) [a] la oscuridad,,
FLL1,2nd,FLL1_2,ella estaba sentada en el (collumpio) [columpio] del gran jardín,,
FLL1,2nd,FLL1_2,repetición léxica,,
FLL1,3rd,FLL1_3,la conferenciante ha tratado (del) [el] tema de la globalización,,
FLL1,3rd,FLL1_3,evocando [tanto] los puntos negativos que tiene la globalización (tanto) como los puntos positivos,,
FLL1,3rd,FLL1_3,evocando tanto los puntos negativos que (produce) [tiene] la globalización como los puntos positivos,,
FLL1,3rd,FLL1_3,ella hace referencia (al constato) [a la constatación] del Banco Mundial,,
FLL1,3rd,FLL1_3,la constatación del Banco Mundial [de] que hoy en día una quinta parte de la humanidad,,
FLL1,3rd,FLL1_3,una quinta parte de la humanidad vive con [ingresos de] menos de un dólar (como ingreso) al día,,
FLL1,3rd,FLL1_3,una quinta parte de la humanidad vive con ingresos de menos de un (dollar) [dólar] al día,,
