"","participant_ID","text_ID","error","error_type","fb_type","error_item","error_reps","solution_item","pass_solution_reps","fail_solution_reps","word_count","TextNum","error_count","error_rate","error_count_per_type","error_rate_per_type","fb_rate_per_type"
"385","ARE1","ARE1_4","a unos (de los) empleados en vigilancia","Excess word(s)","D.N.M","de los",NA,NA,NA,NA,523,4,16,0.0305927342256214,2,0.00382409177820268,0.0141643059490085
"386","ARE1","ARE1_4","(el) [la] imagen en infrarrojo mostraba a dos personas","Gender","I.M.","el",NA,"la",NA,NA,523,4,16,0.0305927342256214,1,0.00191204588910134,0.0028328611898017
"387","ARE1","ARE1_4","la (esbelta) [nítida] silueta de una silla de ruedas","Substitution","I.M.","esbelta",NA,"nítida",NA,NA,523,4,16,0.0305927342256214,6,0.011472275334608,0.0028328611898017
"388","ARE1","ARE1_4","(al) [en el] momento de acercarse al coche, el conductor salió voluntariamente","Government","D.N.M","al",NA,"en el",NA,NA,523,4,16,0.0305927342256214,2,0.00382409177820268,0.0141643059490085
"389","ARE1","ARE1_4","con las manos [en alto] señalando su inocencia","Ellipsis","D.N.M",NA,NA,"en alto",NA,NA,523,4,16,0.0305927342256214,2,0.00382409177820268,0.0141643059490085
"390","ARE1","ARE1_4","por una parálisis (que fue) resultado de un accidente","Excess word(s)","D.M.","que fue",NA,NA,NA,NA,523,4,16,0.0305927342256214,2,0.00382409177820268,0.0028328611898017
"391","ASA1","ASA1_1","para la reinserción de los (antiguos delincuentes) [exconvictos]","Analysis","D.N.M","antiguos delincuentes",0,"exconvictos",0,0,557,1,11,0.0197486535008977,2,0.00359066427289048,0
"392","ASA1","ASA1_1","tiene el potencial de convertirse [en] un lugar apto para conseguir la reinserción","Government","D.N.M",NA,0,"en",3,0,557,1,11,0.0197486535008977,4,0.00718132854578097,0
"393","ASA1","ASA1_1","solo se enfoca en (castigar) [castigarlos] y humillarlos","Pronoun","D.N.M","castigar",0,"castigarlos",0,0,557,1,11,0.0197486535008977,2,0.00359066427289048,0
"394","ASA1","ASA1_1","como menciona un (antiguo preso) [expresidiario] llamado Andrés","Analysis","D.N.M","antiguo preso",0,"expresidiario",0,0,557,1,11,0.0197486535008977,2,0.00359066427289048,0
"395","ASA1","ASA1_1","castigo (a) [por] todas partes","Government","D.M.","a",0,"por",0,0,557,1,11,0.0197486535008977,4,0.00718132854578097,0
"396","ASA1","ASA1_1","con el objetivo de (castigar) [castigarlos] y humillarlos","Pronoun","D.N.M","castigar",0,"castigarlos",0,0,557,1,11,0.0197486535008977,2,0.00359066427289048,0
"397","ASA1","ASA1_1","incluso su derecho (de) [a] voto","Government","D.N.M","de",0,"a",0,0,557,1,11,0.0197486535008977,4,0.00718132854578097,0
"398","ASA1","ASA1_1","si el trato (de) [a] los presos","Government","D.N.M","de",0,"a",0,0,557,1,11,0.0197486535008977,4,0.00718132854578097,0
"399","ASA1","ASA1_1","se [las] puede (convertirlas) [convertir]","Order","None","convertirlas",0,"las, convertir",0,0,557,1,11,0.0197486535008977,1,0.00179533213644524,0
"400","ASA1","ASA1_1","ahí se les puede enseñar lo que les (falte) [haga falta] para poder vivir una vida normal","Synthesis","D.N.M","falte",0,"haga falta",0,0,557,1,11,0.0197486535008977,1,0.00179533213644524,0
"401","ASA1","ASA1_1","aprender cómo trabajar en equipo y (completar) [desempeñar] un trabajo que los enorgullezca","Substitution","D.N.M","completar",0,"desempeñar",0,0,557,1,11,0.0197486535008977,1,0.00179533213644524,0
"402","ASA1","ASA1_2","un punto más profundo de aquel (labirinto) [laberinto] de matorral","Creation","I.L.","labirinto",0,"laberinto",0,0,726,2,18,0.0247933884297521,2,0.00275482093663912,0
"403","ASA1","ASA1_2","a partir de (ahora) [ese momento]","Substitution","D.M.","ahora",0,"ese momento",0,0,726,2,18,0.0247933884297521,6,0.00826446280991736,0.00179533213644524
"404","ASA1","ASA1_2","y (súbidamente) [súbitamente] apareció un hada","Creation","D.N.M","súbidamente",0,"súbitamente",0,0,726,2,18,0.0247933884297521,2,0.00275482093663912,0.0161579892280072
"405","ASA1","ASA1_2","donde crecían (varios) distintos tipos de vegetales y frutas en abundancia","Determination","D.M.","varios",0,NA,1,0,726,2,18,0.0247933884297521,1,0.00137741046831956,0.00179533213644524
"406","ASA1","ASA1_2","siguió el [luminoso] cuerpo (luminoso) del ser místico","Order","D.M.","luminoso",0,"luminoso",0,0,726,2,18,0.0247933884297521,1,0.00137741046831956,0.00179533213644524
"407","ASA1","ASA1_2","nadie conocía la verdad sobre qué se encontraba realmente dentro [de] ese espacio","Government","D.N.M",NA,0,"de",4,0,726,2,18,0.0247933884297521,1,0.00137741046831956,0.0161579892280072
"408","ASA1","ASA1_2","debía arriesgar su vida por sus familiares y la riqueza que (iba a esperarles) [les esperaba]","Analysis","D.M.","iba a esperarles",0,"les esperaba",0,0,726,2,18,0.0247933884297521,1,0.00137741046831956,0.00179533213644524
"409","ASA1","ASA1_2","incluso los parajes más desgraciados del mundo (se demuestran bellos) [pueden esconder belleza]","Substitution","R","se demuestran bellos",0,"pueden esconder belleza",0,0,726,2,18,0.0247933884297521,6,0.00826446280991736,0
"410","ASA1","ASA1_2","durante cientos de años [no] había habido ni una sola alma","Ellipsis","D.N.M",NA,0,"no",1,0,726,2,18,0.0247933884297521,2,0.00275482093663912,0.0161579892280072
"411","ASA1","ASA1_2","esa parte del paisaje estaba completamente (tenebroso) [tenebrosa]","Gender","D.M.","tenebroso",0,"tenebrosa",0,0,726,2,18,0.0247933884297521,2,0.00275482093663912,0.00179533213644524
"412","ASA1","ASA1_2","desafortunadamente, la situación (se empeoró) [empeoraba] cada vez que llegaba a un punto","Pronoun","D.N.M","se empeoró",0,"empeoraba",0,0,726,2,18,0.0247933884297521,1,0.00137741046831956,0.0161579892280072
"413","ASA1","ASA1_2","hasta que, por más que se esforzara, [ya] no lograba ver nada","Ellipsis","D.N.M",NA,0,"ya",2,0,726,2,18,0.0247933884297521,2,0.00275482093663912,0.0161579892280072
"414","ASA1","ASA1_2","ya que ni siquiera era capaz de entrever la (seda) [senda] que la iba a guiar hasta la salida","Substitution","D.N.M","seda",0,"senda",0,0,726,2,18,0.0247933884297521,6,0.00826446280991736,0.0161579892280072
"415","ASA1","ASA1_2","notó cómo se (inició) [empezó] a iluminar su entorno","Substitution","D.N.M","inició",0,"empezó",1,0,726,2,18,0.0247933884297521,6,0.00826446280991736,0.0161579892280072
"416","ASA1","ASA1_2","en su centro (estaba) [se encontraba] una cueva","Substitution","D.N.M","estaba",0,"se encontraba",0,0,726,2,18,0.0247933884297521,6,0.00826446280991736,0.0161579892280072
"417","ASA1","ASA1_2","una cueva llena de (moneda) [monedas] de oro","Number","D.N.M","moneda",0,"monedas",0,0,726,2,18,0.0247933884297521,1,0.00137741046831956,0.0161579892280072
"418","ASA1","ASA1_2","dejaron de considerar el ""bosque oscuro"" como algo terrorífico, (sino) [puesto] que aprendieron a","Substitution","D.N.M","sino",0,"puesto",0,0,726,2,18,0.0247933884297521,6,0.00826446280991736,0.0161579892280072
"419","ASA1","ASA1_2","incluso los parajes más desgraciados del mundo pueden ser (bellas) [bellos]","Gender","None","bellas",0,"bellos",0,0,726,2,18,0.0247933884297521,2,0.00275482093663912,0.00179533213644524
"420","ASA1","ASA1_3","el comercio (desminuye) [disminuya]","Creation","D.N.M","desminuye",0,"disminuya",0,0,293,3,8,0.0273037542662116,2,0.0068259385665529,0.0137741046831956
"421","ASA1","ASA1_3","se (conducieron) [condujeron]","Creation","D.N.M","conducieron",0,"condujeron",0,0,293,3,8,0.0273037542662116,2,0.0068259385665529,0.0137741046831956
"422","ASA1","ASA1_3","estudios que se (condujeron) [llevaron a cabo]","Substitution","D.M.","condujeron",0,"llevaron a cabo",0,0,293,3,8,0.0273037542662116,3,0.0102389078498294,0.0068870523415978
"423","ASA1","ASA1_3","el comercio (se) disminuya","Pronoun","D.N.M","se",0,NA,7,0,293,3,8,0.0273037542662116,2,0.0068259385665529,0.0137741046831956
"424","ASA1","ASA1_3","destaca que no todos los países [se] benefician de él","Pronoun","D.N.M",NA,0,"se",7,0,293,3,8,0.0273037542662116,2,0.0068259385665529,0.0137741046831956
"425","ASA1","ASA1_3","no solo se debe (clasificar) [ver] la expansión global de los mercados como algo negativo","Substitution","D.N.M","clasificar",0,"ver",0,0,293,3,8,0.0273037542662116,3,0.0102389078498294,0.0137741046831956
"426","ASA1","ASA1_3","por un lado, la (locutora) [conferenciante] resume los efectos pasados","Substitution","D.M.","locutora",0,"conferenciante",0,0,293,3,8,0.0273037542662116,3,0.0102389078498294,0.0068870523415978
"427","ASA1","ASA1_3","explica que los expertos definen (ese) [este] término","Determination","D.N.M","ese",0,"este",0,0,293,3,8,0.0273037542662116,1,0.00341296928327645,0.0137741046831956
"428","ASA1","ASA1_4","logró solucionar el caso antes (de) [que] la policía","Government","D.M.","de",NA,"que",NA,NA,557,4,9,0.0161579892280072,2,0.00359066427289048,0.0068259385665529
"429","ASA1","ASA1_4","conocimientos avanzados sobre (la) medicina","Determination","D.N.M","la",NA,NA,NA,NA,557,4,9,0.0161579892280072,2,0.00359066427289048,0.0204778156996587
"430","ASA1","ASA1_4","poder determinar con precisión el sitio en el que el asesino se debía [de] haber deshecho de él","Government","D.M.",NA,NA,"de",NA,NA,557,4,9,0.0161579892280072,2,0.00359066427289048,0.0068259385665529
"431","ASA1","ASA1_4","al entender que las autoridades no demostraban ni el [más] mínimo interés en buscar el cuerpo","Ellipsis","D.N.M",NA,NA,"más",NA,NA,557,4,9,0.0161579892280072,1,0.00179533213644524,0.0204778156996587
"432","ASA1","ASA1_4","todavía fuera capaz de (hacer) [dar con] semejante hallazgo","Synthesis","D.N.M","hacer",NA,"dar con",NA,NA,557,4,9,0.0161579892280072,2,0.00359066427289048,0.0204778156996587
"433","ASA1","ASA1_4","para averiguar si (uno) [alguno] de ellos había tenido algún vínculo con una mujer","Determination","D.N.M","uno",NA,"alguno",NA,NA,557,4,9,0.0161579892280072,2,0.00359066427289048,0.0204778156996587
"434","ASA1","ASA1_4","sabía que (era) el doctor (quien) era el responsable de todas las muertes","Excess word(s)","D.N.M","era, quien",NA,NA,NA,NA,557,4,9,0.0161579892280072,1,0.00179533213644524,0.0204778156996587
"435","ASA1","ASA1_4","estaba claro que el autor debía (de) haber dispuesto de conocimientos avanzados","Substitution","D.M.","de",NA,NA,NA,NA,557,4,9,0.0161579892280072,1,0.00179533213644524,0.0068259385665529
"436","ASA1","ASA1_4","ella se había negado a (divorciarlo) [divorciarse de él]","Synthesis","D.N.M","divorciarlo",NA,"divorciarse de él",NA,NA,557,4,9,0.0161579892280072,2,0.00359066427289048,0.0204778156996587
"437","AZC1","AZC1_1","la sociedad actual rara vez habla de los expresidiarios [y, cuando lo hace] suele ser de forma","Ellipsis","R",NA,0,NA,0,0,395,1,13,0.0329113924050633,2,0.00506329113924051,0
"438","AZC1","AZC1_1","(resumido) [en resumen], la mayoría de los presos","Substitution","R","resumido",0,"en resumen",0,0,395,1,13,0.0329113924050633,6,0.0151898734177215,0
"439","AZC1","AZC1_1","ni para los (antiguos presos) [exconvictos]","Analysis","D.N.M","antiguos presos",0,"exconvictos",0,0,395,1,13,0.0329113924050633,4,0.010126582278481,0
"440","AZC1","AZC1_1","un buen ejemplo es el (expreso) [exconvicto] alemán que ahora","Substitution","D.N.M","expreso",0,"exconvicto",0,0,395,1,13,0.0329113924050633,6,0.0151898734177215,0
"441","AZC1","AZC1_1","hacer algo [al] respecto, con la esperanza de ser aceptados en la sociedad","Ellipsis","D.N.M",NA,0,"al",0,0,395,1,13,0.0329113924050633,2,0.00506329113924051,0
"442","AZC1","AZC1_1","hay algunas formas de (hacer) [lograr] una buena vida después de la cárcel","Substitution","D.N.M","hacer",0,"lograr",0,0,395,1,13,0.0329113924050633,6,0.0151898734177215,0
"443","AZC1","AZC1_1","ni para la sociedad (fuera de las rejas) [libre]","Analysis","I.M.","fuera de las rejas",0,"libre",0,0,395,1,13,0.0329113924050633,4,0.010126582278481,0
"444","AZC1","AZC1_1","los (ex presos) [expresidiarios]","Substitution","D.N.M","ex presos",0,"expresidiarios",0,0,395,1,13,0.0329113924050633,6,0.0151898734177215,0
"445","AZC1","AZC1_1","¿(es una mala persona) [son malas personas] o la gente puede mejorar?","Number","D.N.M","es una mala persona",0,"son malas personas",0,0,395,1,13,0.0329113924050633,1,0.00253164556962025,0
"446","AZC1","AZC1_1","una empresa que sensibiliza a los jóvenes (llamativos) [conflictivos] sobre las consecuencias","Substitution","D.M.","llamativos",0,"conflictivos",0,0,395,1,13,0.0329113924050633,6,0.0151898734177215,0
"447","AZC1","AZC1_1","no solo los (antiguos presos) [excarcelados] tienen que trabajar","Analysis","D.N.M","antiguos presos",0,"excarcelados",0,0,395,1,13,0.0329113924050633,4,0.010126582278481,0
"448","AZC1","AZC1_1","trabajar sobre (si) [sí] mismos","Substitution","D.N.M","si",0,"sí",1,0,395,1,13,0.0329113924050633,6,0.0151898734177215,0
"449","AZC1","AZC1_1","también la sociedad (fuera de la cárcel) [libre]","Analysis","D.N.M","fuera de la cárcel",0,"libre",0,0,395,1,13,0.0329113924050633,4,0.010126582278481,0
"450","AZC1","AZC1_2","[en] la naturaleza suele estar la solución","Government","R",NA,0,"en",7,0,596,2,13,0.0218120805369128,1,0.00167785234899329,0.00506329113924051
"451","AZC1","AZC1_2","en la naturaleza suele (ser) [estar] la solución","Substitution","R","ser",0,"estar",4,0,596,2,13,0.0218120805369128,8,0.0134228187919463,0.00506329113924051
"452","AZC1","AZC1_2","cosas que nunca se (dan) [toman en] cuenta","Substitution","D.N.M","dan",0,"toman en",0,0,596,2,13,0.0218120805369128,8,0.0134228187919463,0.0227848101265823
"453","AZC1","AZC1_2","llena de pensamientos innecesarios que ni siquiera te dejan dormir… ¿(si) [sí]?","Substitution","D.N.M","si",0,"sí",0,0,596,2,13,0.0218120805369128,8,0.0134228187919463,0.0227848101265823
"454","AZC1","AZC1_2","hasta altas horas de la noche (y no has) [no] durmiendo lo suficiente","Analysis","I.M.","y no has",0,"no",4,0,596,2,13,0.0218120805369128,1,0.00167785234899329,0.00253164556962025
"455","AZC1","AZC1_2","¿alguna vez has estado tan (apretado) [estresado] que crees que tu cerebro va a explotar?","Substitution","D.M.","apretado",0,"estresado",1,0,596,2,13,0.0218120805369128,8,0.0134228187919463,0.00253164556962025
"456","AZC1","AZC1_2","tu mente ya está (rellena) [llena] de ideas de tu día previsto y tus tareas","Substitution","D.N.M","rellena",0,"llena",0,0,596,2,13,0.0218120805369128,8,0.0134228187919463,0.0227848101265823
"457","AZC1","AZC1_2","¿serán todos los días exactamente así para (mi) [mí]?","Substitution","D.N.M","mi",0,"mí",0,0,596,2,13,0.0218120805369128,8,0.0134228187919463,0.0227848101265823
"458","AZC1","AZC1_2","(camino) [camina] por un sendero que no sabes exactamente adónde conduce","Number","D.N.M","camino",0,"camina",0,0,596,2,13,0.0218120805369128,1,0.00167785234899329,0.0227848101265823
"459","AZC1","AZC1_2","(hermosos) [hermosas] memorias de vacaciones familiares","Gender","D.N.M","hermosos",0,"hermosas",0,0,596,2,13,0.0218120805369128,2,0.00335570469798658,0.0227848101265823
"460","AZC1","AZC1_2","pero tienes que (tomarte) [darte] esa oportunidad","Substitution","D.N.M","tomarte",0,"darte",0,0,596,2,13,0.0218120805369128,8,0.0134228187919463,0.0227848101265823
"461","AZC1","AZC1_2","pero tienes que tomarte (ese) [esa] oportunidad","Gender","D.N.M","ese",0,"esa",0,0,596,2,13,0.0218120805369128,2,0.00335570469798658,0.0227848101265823
"462","AZC1","AZC1_2","escapa de la rutina diaria y (sitúa) [pon] tu atención en otro lugar","Substitution","D.N.M","sitúa",0,"pon",0,0,596,2,13,0.0218120805369128,8,0.0134228187919463,0.0227848101265823
"463","AZC1","AZC1_3","nos ayuda [a] mejorar la economía","Government","D.N.M",NA,0,"a",0,0,268,3,33,0.123134328358209,6,0.0223880597014925,0.0151006711409396
"464","AZC1","AZC1_3","nuestras vidas serían tan diferentes que no podemos (imaginar) [ni imaginárnoslas]","Synthesis","R","imaginar",0,"ni imaginárnoslas",0,0,268,3,33,0.123134328358209,2,0.00746268656716418,0.00335570469798658
"465","AZC1","AZC1_3","todos los resultados positivos (llevan partes) [tienen consecuencias] muy graves","Substitution","R","llevan partes",0,"tienen consecuencias",0,0,268,3,33,0.123134328358209,9,0.0335820895522388,0.00335570469798658
"466","AZC1","AZC1_3","estar (dónde) [donde] queremos estar","Substitution","I.L.","dónde",0,"donde",0,0,268,3,33,0.123134328358209,9,0.0335820895522388,0
"467","AZC1","AZC1_3","los países industriales roban a los (otras paisas) [otros países]","Creation","D.N.M","otras paisas",0,"otros países",0,0,268,3,33,0.123134328358209,4,0.0149253731343284,0.0151006711409396
"468","AZC1","AZC1_3","(evidentement) [evidentemente] no","Creation","D.N.M","evidentement",0,"evidentemente",0,0,268,3,33,0.123134328358209,4,0.0149253731343284,0.0151006711409396
"469","AZC1","AZC1_3","trabajar (por) [para] la reducción de la pobreza absoluta","Government","D.N.M","por",0,"para",1,0,268,3,33,0.123134328358209,6,0.0223880597014925,0.0151006711409396
"470","AZC1","AZC1_3","[no] es ni buena ni mala","Ellipsis","D.N.M",NA,0,"no",1,0,268,3,33,0.123134328358209,2,0.00746268656716418,0.0151006711409396
"471","AZC1","AZC1_3","¿podemos estar (seguro) [seguros] de que…?","Number","D.N.M","seguro",0,"seguros",0,0,268,3,33,0.123134328358209,4,0.0149253731343284,0.0151006711409396
"472","AZC1","AZC1_3","la población solo recibe los (mal) [malos] aspectos de ese proceso","Number","I.L.","mal",0,"malos",0,0,268,3,33,0.123134328358209,4,0.0149253731343284,0
"473","AZC1","AZC1_3","la población solo recibe los (malos) aspectos [negativos] de ese proceso","Substitution","D.N.M","malos",0,"negativos",0,0,268,3,33,0.123134328358209,9,0.0335820895522388,0.0151006711409396
"474","AZC1","AZC1_3","sacar provecho de estas (cosas) [oportunidades]","Substitution","I.M.","cosas",0,"oportunidades",0,0,268,3,33,0.123134328358209,9,0.0335820895522388,0.00167785234899329
"475","AZC1","AZC1_3","los países industriales roban [a] los otros países","Government","D.N.M",NA,0,"a",0,0,268,3,33,0.123134328358209,6,0.0223880597014925,0.0151006711409396
"476","AZC1","AZC1_3","los países industriales roban a [los] otros países","Determination","D.N.M",NA,0,"los",0,0,268,3,33,0.123134328358209,3,0.0111940298507463,0.0151006711409396
"477","AZC1","AZC1_3","no tienen ni reciben nunca (de) estas ventajas","Government","R","de",0,NA,0,0,268,3,33,0.123134328358209,6,0.0223880597014925,0.00335570469798658
"478","AZC1","AZC1_3","la oportunidad de ser [lo] que queremos ser","Determination","D.N.M",NA,0,"lo",2,0,268,3,33,0.123134328358209,3,0.0111940298507463,0.0151006711409396
"479","AZC1","AZC1_3","¿estaríamos (dónde) [donde] estamos hoy sin la globalización?","Substitution","I.L.","dónde",0,"donde",0,0,268,3,33,0.123134328358209,9,0.0335820895522388,0
"480","AZC1","AZC1_3","¿podemos estar seguros [de] que…?","Government","D.N.M",NA,0,"de",0,0,268,3,33,0.123134328358209,6,0.0223880597014925,0.0151006711409396
"481","AZC1","AZC1_3","¿podemos estar seguros de que (cómo) [la forma en que] el mundo lo hace es (correcto) [correcta]…?","Synthesis","R","cómo, correcto",0,"la forma en que, correcta",0,0,268,3,33,0.123134328358209,2,0.00746268656716418,0.00335570469798658
"482","AZC1","AZC1_3","resulta en aspectos positivos (por) [para] algunos países","Government","D.N.M","por",0,"para",1,0,268,3,33,0.123134328358209,6,0.0223880597014925,0.0151006711409396
"483","AZC1","AZC1_3","nos da (oportunidades) [la oportunidad] de ser","Number","D.N.M","oportunidades",0,"la oportunidad",0,0,268,3,33,0.123134328358209,4,0.0149253731343284,0.0151006711409396
"484","AZC1","AZC1_3","[estar] donde queremos estar","Ellipsis","D.N.M",NA,0,"estar",2,0,268,3,33,0.123134328358209,2,0.00746268656716418,0.0151006711409396
"485","AZC1","AZC1_3","y vivir (cómo) [como] queremos","Substitution","I.L.","cómo",0,"como",1,0,268,3,33,0.123134328358209,9,0.0335820895522388,0
"486","AZC1","AZC1_3","lamentablemente, no todo el mundo puede (profitar) [sacar provecho] de estas oportunidades","Creation","D.N.M","profitar",0,"sacar provecho",0,0,268,3,33,0.123134328358209,4,0.0149253731343284,0.0151006711409396
"487","AZC1","AZC1_3","y que [no] tienen (o) [ni] reciben nunca estas ventajas","Substitution","R","o",0,"no, ni",1,0,268,3,33,0.123134328358209,9,0.0335820895522388,0.00335570469798658
"488","AZC1","AZC1_3","necesitan cooperar con (esta gran) [estas grandes] economías","Number","D.N.M","esta gran",0,"estas grandes",0,0,268,3,33,0.123134328358209,4,0.0149253731343284,0.0151006711409396
"489","AZC1","AZC1_3","solo recibe los aspectos negativos de (eso) [ese] proceso","Determination","None","eso",0,"ese",2,0,268,3,33,0.123134328358209,3,0.0111940298507463,0
"490","AZC1","AZC1_3","todos los resultados (positivas) [positivos]","Gender","D.N.M","positivas",0,"positivos",0,0,268,3,33,0.123134328358209,1,0.00373134328358209,0.0151006711409396
"491","AZC1","AZC1_3","no es ni buena ni (mal) [mala]","Substitution","D.N.M","mal",0,"mala",0,0,268,3,33,0.123134328358209,9,0.0335820895522388,0.0151006711409396
"492","AZC1","AZC1_3","el mundo necesita (que venir junto) [unirse]","Analysis","R","que venir junto",0,"unirse",0,0,268,3,33,0.123134328358209,1,0.00373134328358209,0.00335570469798658
"493","AZC1","AZC1_3","y (lucha) [luchar] contra las circunstancias malas","Substitution","D.N.M","lucha",0,"luchar",0,0,268,3,33,0.123134328358209,9,0.0335820895522388,0.0151006711409396
"494","AZC1","AZC1_3","las (circumstancias) [circunstancias] malas","Creation","D.N.M","circumstancias",0,"circunstancias",0,0,268,3,33,0.123134328358209,4,0.0149253731343284,0.0151006711409396
"495","AZC1","AZC1_3","es también la tarea de todos (los actores) crear un mundo mejor","Excess word(s)","R","los actores",0,NA,0,0,268,3,33,0.123134328358209,1,0.00373134328358209,0.00335570469798658
"496","AZC1","AZC1_4","ya puedes reservar entradas para (la publicación) [el estreno] en nuestra página web","Substitution","D.N.M","la publicación",NA,"el estreno",NA,NA,404,4,6,0.0148514851485149,4,0.0099009900990099,0.0746268656716418
"497","AZC1","AZC1_4","un artista que debía (pasar) [adelantar] a un grupo de jóvenes en bicicleta","Substitution","I.M.","pasar",NA,"adelantar",NA,NA,404,4,6,0.0148514851485149,4,0.0099009900990099,0.00373134328358209
"498","AZC1","AZC1_4","el protagonista estaba (dañado) [herido], ¿y ahora qué?","Substitution","D.N.M","dañado",NA,"herido",NA,NA,404,4,6,0.0148514851485149,4,0.0099009900990099,0.0746268656716418
"499","AZC1","AZC1_4","pero el (mimo de doblaje) [doble] enfermó de coronavirus dos días antes del rodaje","Analysis","I.M.","mimo de doblaje",NA,"doble",NA,NA,404,4,6,0.0148514851485149,1,0.00247524752475248,0.00373134328358209
"500","AZC1","AZC1_4","pero el doble enfermó de (Corona) [coronavirus] dos días antes del rodaje","Substitution","I.L.","Corona",NA,"coronavirus",NA,NA,404,4,6,0.0148514851485149,4,0.0099009900990099,0.0149253731343284
"501","AZC1","AZC1_4","por lo que el ""Pablo Sánchez herido"" pudo (iniciarse) [ver la luz en pantalla] perfectamente gracias a","Synthesis","I.M.","iniciarse",NA,"ver la luz en pantalla",NA,NA,404,4,6,0.0148514851485149,1,0.00247524752475248,0.00373134328358209
"502","CJK1","CJK1_1","(con) [de] ella, suelen seguirse métodos que aumentan el bienestar dentro de la prisión","Government","D.N.M","con",0,"de",1,0,552,1,11,0.0199275362318841,4,0.0072463768115942,0
"503","CJK1","CJK1_1","y luego (hacer cumplidos) [tomar medidas] adicionales en la perspectiva del criminal","Substitution","I.M.","hacer cumplidos",0,"tomar medidas",1,0,552,1,11,0.0199275362318841,3,0.00543478260869565,0
"504","CJK1","CJK1_1","debido a que tal perspectiva (establece altos valores en) [pone en alto valor] los derechos humanos","Substitution","R","establece altos valores en",0,"pone en alto valor",0,0,552,1,11,0.0199275362318841,3,0.00543478260869565,0
"505","CJK1","CJK1_1","las prioridades entre ambas [opciones] pueden diferir","Ellipsis","D.N.M",NA,0,"opciones",0,0,552,1,11,0.0199275362318841,1,0.00181159420289855,0
"506","CJK1","CJK1_1","la función de la cárcel es reducir la (ocurrencia) [incidencia] de crímenes","Substitution","D.N.M","ocurrencia",0,"incidencia",0,0,552,1,11,0.0199275362318841,3,0.00543478260869565,0
"507","CJK1","CJK1_1","la función de la cárcel es reducir la incidencia de (crimines) [crímenes]","Creation","D.N.M","crimines",0,"crímenes",0,0,552,1,11,0.0199275362318841,1,0.00181159420289855,0
"508","CJK1","CJK1_1","estas medidas han llevado a la situación (en) [de] que algunos criminales","Government","D.N.M","en",0,"de",1,0,552,1,11,0.0199275362318841,4,0.0072463768115942,0
"509","CJK1","CJK1_1","algunos criminales (sean) [acepten ser] encarcelados a propósito","Synthesis","D.N.M","sean",0,"acepten ser",0,0,552,1,11,0.0199275362318841,2,0.0036231884057971,0
"510","CJK1","CJK1_1","es importante imponer un castigo [lo] (suficiente) [suficientemente severo] al criminal","Synthesis","R","suficiente",0,"lo, suficientemente severo",1,0,552,1,11,0.0199275362318841,2,0.0036231884057971,0
"511","CJK1","CJK1_1","aunque aliviar (del) [el] dolor pueda parecer irrelevante","Government","D.N.M","del",0,"el",3,0,552,1,11,0.0199275362318841,4,0.0072463768115942,0
"512","CJK1","CJK1_1","pueda parecer irrelevante (con) [respecto a] la pena recibida por el culpable","Government","D.N.M","con",0,"respecto a",0,0,552,1,11,0.0199275362318841,4,0.0072463768115942,0
"513","CJK1","CJK1_2","en este (papel) [trabajo] solo hablaré del ""Proyecto de los Cuatro Ríos Principales""","Substitution","D.N.M","papel",0,"trabajo",0,0,630,2,7,0.0111111111111111,2,0.00317460317460317,0.0144927536231884
"514","CJK1","CJK1_2","se gastaron 22 billones [de] wones","Government","D.N.M",NA,0,"de",1,0,630,2,7,0.0111111111111111,3,0.00476190476190476,0.0144927536231884
"515","CJK1","CJK1_2","aunque estoy de acuerdo [en] que la politización es un buen método","Government","D.N.M",NA,0,"en",0,0,630,2,7,0.0111111111111111,3,0.00476190476190476,0.0144927536231884
"516","CJK1","CJK1_2","en lugar de ser un (natural) verde [natural]","Order","D.M.","natural",0,"natural",1,0,630,2,7,0.0111111111111111,1,0.00158730158730159,0
"517","CJK1","CJK1_2","PCRP en (breve) [adelante]","Substitution","D.M.","breve",0,"adelante",0,0,630,2,7,0.0111111111111111,2,0.00317460317460317,0
"518","CJK1","CJK1_2","cuando la presidenta Geun-hye Park fue (impugnado) [impugnada]","Gender","D.N.M","impugnado",0,"impugnada",0,0,630,2,7,0.0111111111111111,1,0.00158730158730159,0.0144927536231884
"519","CJK1","CJK1_2","puede causar resultados (por la) [en] dirección negativa","Government","D.N.M","por la",0,"en",0,0,630,2,7,0.0111111111111111,3,0.00476190476190476,0.0144927536231884
"520","CJK1","CJK1_3","(la casa suya) [su casa]","Analysis","D.N.M","la casa suya",0,"su casa",0,0,558,3,10,0.017921146953405,1,0.0017921146953405,0.00793650793650794
"521","CJK1","CJK1_3","no fue causado únicamente por (un cerebro individual) [una sola mente]","Substitution","R","un cerebro individual",0,"una sola mente",0,0,558,3,10,0.017921146953405,3,0.00537634408602151,0
"522","CJK1","CJK1_3","(un nuevo perspectivo) [una nueva perspectiva]","Gender","D.N.M","un nuevo perspectivo",0,"una nueva perspectiva",0,0,558,3,10,0.017921146953405,1,0.0017921146953405,0.00793650793650794
"523","CJK1","CJK1_3","los (revoltosos) [rebeldes]","Substitution","D.N.M","revoltosos",0,"rebeldes",0,0,558,3,10,0.017921146953405,3,0.00537634408602151,0.00793650793650794
