Group,Title,docs_to_search,error,error_item,error_context,error_reps,solution_item,solution_context,pass_solution_reps,fail_solution_reps
FLL1,FLL1_4,,considerado como un delito (de) [por] parte del profesor,de,,,por,,,
FLL1,FLL1_4,,puso en práctica (todas) [todos] los descubrimientos que durante años había hecho,todas,,,todos,,,
FLL1,FLL1_4,,será (retrógrado) [destituido] del personal docente,retrógrado,,,destituido,,,
FLL1,FLL1_4,,tanto el personal de (la) limpieza,la,,,,,,
FLL1,FLL1_4,,"(el) [al] niño lo han llamado ""Pinocho"" a causa del cuento",el,,,al,,,
FLL1,FLL1_4,,este niño de madera que fue (quitado) [arrancado] de su padre,quitado,,,arrancado,,,
FLL1,FLL1_4,,para que devolvieran (el) [al] pobre niño a su padre,el,,,al,,,
FLL1,FLL1_4,,lo que quería de todo (su) corazón el profesor Juan Guiseppe,su,,,,,,
FLL1,FLL1_4,,se convirtió en un (verdadero) chico [de verdad],verdadero,,,de verdad,,,
FLL1,FLL1_4,,(es por eso) [por lo] que en un momento de delirio,es por eso,,,por lo,,,
FLL1,FLL1_4,,porque el (presupuesto) [supuesto] padre,presupuesto,,,supuesto,,,
FLL1,FLL1_4,,el supuesto padre (no) fue declarado (capaz) [incapaz] de educar correctamente a un niño,"no, capaz",,,incapaz,,,
FLL1,FLL1_4,,según las respuestas que nos (daron) [dieron],daron,,,dieron,,,
FLL1,FLL1_4,,en (la) [una] red social bien conocida por los jóvenes: Instagram,la,,,una,,,
FLL1,FLL1_4,,en una red social (muy) bien conocida por los jóvenes: Instagram,muy,,,,,,
FLL1,FLL1_4,,"(sin embargo) [de hecho], ejercieron presión sobre los asistentes sociales",sin embargo,,,de hecho,,,
FLL1,FLL1_4,,(que vivieran) [y permitirles así vivir] como una verdadera familia,que vivieran,,,y permitirles así vivir,,,
